fraudulent,description
0,"forward partnersis a startup catalyst that builds new tech businesses. we hire entrepreneurs, developers, designers, marketers and give them everything they need to focus 100% on building new brands people love. companies we've helped so far include: hailo, zopa, wool and the gang, thread, big health, stylect, makers academy, blik book, driftrock, top10, snaptrip, loyalty bay and appear here. development at forwardpartners software engineers at forward partnerswork alongside other talented devs, with the freedom to experiment, innovate and build amazing products from the ground up. our engineers work closely with entrepreneurs helping shape the future direction, decisions and culture of the businesses we create. tech we believe in using the best technology for each startup we create. we love ruby, rails, clojure,  , r, java, hadoop, mongo, redis, neo4j, hbase, objective c and more. partnersdevelopers are expected to be confident in designing new systems from the ground up and scaling them as they grow."
0,"negotiate, close and launch new media placement deals (media buying + partnerships) build and monitor online display and rtb campaigns for italy manage all communications with current publishers and foster the relationships with them optimize the campaign’s performance (cpm, cpc, cpl and cpa) develop and test new campaigns’ concepts coordinate with the marketing team for cross-channel initiatives and foster expertise cooperate directly with graphic design, business intelligence and the country manage "
0,"primary duties responsibilities: performs the following duties in supporting business administration manager including, but not limited to: answer incoming phone calls to the main line number greet visitors at the front desk distribution of daily incoming mail post mail using the postage machine and prepare ups packages for delivery copy, fax and scanning documents prepare and distribute correspondence and memoranda scheduling appointments help planning large meetings prepare presentation materials gather and disseminate information on a daily basis back and forth from the corporate office to the field set up and maintain files compile and bind investment books submit payables to the accounting department on a timely basis maintain vendor certificates of insurance files complete monthly credit card allocations assist in the completion of special projects or overflow special projects as assigned by immediate supervisor requirements qualifications: high school diploma at least 1-2 years of previous administrative experience and/or experience supporting a department or individual good interpersonal and oral and written communication skills proficient in various computer skills ( outlook, word, excel, powerpoint) must be able to multi task and be a self-starter ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals. ability to write routine reports and correspondence. ability to add, subtract, multiply, and divide in all units of measure, using ratio, and percent ability to solve practical problems and deal with a variety of concrete variables in situations where only limited standardization exists. ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form basic courtesy and diplomatic abilities are important to this position. must be able to interact effectively with corporate system personnel and maintain a professional attitude and appearance at all times."
0,"your friends would say you’re the person who can’t help but tuck in a tag when you see it sticking out of someone’s shirt. you believe that the devil’s in the details and nothing’s more frustrating than software that doesn’t perform the way it’s supposed to. you’ve got jedi level organizational skills, and your track record for following through with tasks is close to perfection. you get jazzed just thinking about troubleshooting, tracking down bugs, juggling tests on multiple browsers, and communicating clearly with team members to solve problems. we're looking for a temporary qa tester to join our team from late august to late november. key responsibilities include: following detailed testing plansto identify and mitigate errors in software, elearning courses, simulations, and mobile applications documenting and communicating errors and solutions testing products on multiple browsers and devices to ensure compatibility "
0,"play with kids, get paid for it love travel? jobs in asia $1,500+ usd monthly ($200 cost of living) housing provided (private/furnished)airfare reimbursedexcellent for student loans/credit cards gabriel adkins :   12 month contract : apply today"
0,"we are netguru and we love to develop web application based on ruby on rails framework. we value quality, transparent communication and passion for work. we are always on the lookout for passionate ruby on rails developers! if you have talent and skills to deliver the best quality - check out our offer."
0,"qubit: cutting edge big data engineering at qubit, we are expanding our sales team yet again. we need a corporate account executive to come and join our team in new york and help take our fantastic product to market. this is an opportunity for an experienced, focused professional with plenty of experience winning new business. we’re looking for someone with a proven track record in business to business software sales. you’ll need to be comfortable meeting high revenue targets and managing month long sales cycles. the ideal candidate will come from a background selling internet tools to online marketers - e-mail management software, web analytics, personalisation or a/b testing tools. you’ll be focusing on e-commerce, retail, travel and other internet businesses, so experience selling to those industries is a cast-iron must have. what you’ll be doing pitching the total package of qubit technology solutions to clients over the phone, in face-to-face meetings and in webinars. full responsibility for contract management. building and maintaining relationships with senior level clients. helping to develop the vision and strategy for our products, providing feedback on ideal positioning and requested new features. "
0,"•permanent full-time - fantastic financial package $375k++ •brisbane metro north district - fantastic tertiary hospital •superb opportunities for research, training and career enhancement"
0,"atcoms rapid growth of projects in greece and abroad has created the opportunity for a full time .net web developer to join a highly skilled team of proven successful professionals. the candidate will have the change to participate in the implementation of some of the largest web projects in greece such as corporate web sites, news portals and e-commerce web sites in the private and public sector. he/she will learn to fully customize and extend atcoms web content management system, netvolution wcm. "
0,"looking for a fast-pace and high impact role at a growing company? realscout is looking for a lead data scientist to help create the future of real estate software. we are located in mountain view, ca, series a funded, and are preparing to take our company to a national scale. at realscout we're thinking beyond crms and search sites to build business intelligence and predictive analysis for the real estate community. we believe that real estate software shouldn't be split between the homebuyer and real estate agent experience, but should be a platform where all parties are working collaboratively. we've got an awesometeamworking to take our product to the national level, and we're looking for a lead data scientist to help us get there."
0,"(we have more than 1500+ job openings in our website and some of them are relevant to this job. feel free to search it in the website and apply directly. just click the “apply now” and you will redirect to our main website where you can search for the other jobs.) production manager: specialist in chemicals and lubricants. knowledge of labour control, planning and target achieving. the key holder is responsible for the management of production activities like production planning, manpower management, material balance management, on-time production delivery schedule. must prepare daily mis, preventive maintenance schedule, wastage reduction. experience : 10 - 15 qualification: b sc / m sc (chemistry)"
0,"play with kids, get paid for it. vacancies in asia $1500 usd + monthly ($200 cost of living) housing providedairfare reimbursedexcellent for student loans/credit cards gabriel adkins ( )  we are looking for friendly people. if you do not plan to take part in a 3-5 minute interview, kindly do not waste your time applying :-)"
0,"our client is a leading manufacturing company of medical devices is looking for people who want to make meaningful contributions to the world's leading medical technology company. they are seeking asr. manufacturing engineerin littleton, ma. position descriptionthe manufacturing engineer will support existing manufacturing by leading manufacturing product improvements including cost, manufacturability, quality, and reliability goals. provide end-of-life (eol) and part obsolescence management and support of product lifecycle management. responsible for designing, developing, and maintaining assembly and test procedures, tools, programs, and training for existing products. directly working with the production team to build prototypes, pilot, and production units as needed. . position responsibilities• develops, maintains and improves test procedures, tools, fixtures, and programs on existing printed circuit boards, electro-mechanical assemblies, and final products.• reviews supplier change notices, works with cross-functional team to determine proper part and assembly procurement actions, and executes eco’s to process changes and phase into production.• trains technicians on test methods, equipment, and procedures for new and existing assemblies and products.• review eco’s which impact test procedures, tools, and programs used in production for testability or other related test issues. identifies and implements changes required to procedures, tools, and programs.• participates with development engineering in the creation of test programs to verify the performance to specification of new assemblies, peripherals, and products. responsible for the maintenance of production test programs upon release to production. introduces new technologies into production (i.e tqm, automated test).• participates in design reviews. reviews design for complete specifications, testability, and test margin. develops diagnostic, troubleshooting, and repair strategies for production testing of printed circuit boards and electro-mechanical assemblies.• collaborate on design with suppliers to fulfill equipment and fixturing requirements, as well as, product design specification improvements for more cost-effective production.• responsible for diagnosing and technical problems that may arise in standard manufacturing, resolving design problems or developing solutions. work in conjunction with other departments where appropriate.• implements and maintains safe operating procedures, tools and equipment which comply with safety standards.• initiates and/or approves all necessary changes in design, drafting, tooling, methods, processes and any documentation that affects the manufacturability of an item.• participates in design reviews, and makes recommendations to insure final manufacturability of the product.• responsible for staying current on new technical developments in manufacturing processes and equipment. participates in determining possible cost savings and/or making capital investment decisions and justifications.• work with suppliers to resolve component/part problems in a timely manner.• generate ecos and/or deviations to document all changes to production processes, tools or parts in accordance with requirements.• resolve technical issues and to ensure that solutions are technically feasible and deployable.• identify the root cause of manufacturing process and product nonconformities. identify and implement the necessary actions to correct and prevent recurrence though the corrective and preventative action process.• develop and improve operations quality system processes to meet local and corporate quality initiative goals. "
0,"the pricing sr. advisor will be responsible for developing and implementing pricing strategies for dell parts and enterprise solutions.this is a highly dynamic role where you work closely with product managers, merchandising/brand managers, finance and sales teams to drive profitable growth for dell.this role is well suited to candidates with strong program management experience , analytical decision-making capabilities, ability to influence and drive for results.key responsibilities include, but are not limited to:· developing and implementing pricing strategy for dell parts and 3 rd party enterprise products· developing and deploying pricing frameworks to maintain price and cost position with respect to competitors and system/server upsells· participating in pricing optimization efforts, through a blend of discount-off-list, elasticity and seasonality analytics designed to optimize return-on-discount-value· proactively engaging with cross-functional teams to run pricing projects and deliver profitable growth.· identify and execute best-practices to enhance pricing and decision making tools and processes· monitoring industry cost and product trends to position dell to win· facilitating product segmentation and targeted pricing to deliver value to dell’s customers"
0,"are you a seasoned cad draftsman looking to take your career to the next level? this is a fantastic opportunity to join a fantastic, strategically growing company in one of the most booming industries in the country! opportunities for advancement are extensive as the company is currently expanding. strong comp and benefits package, temporary housing, and relocation packages are available for qualified candidates. this opportunity is especially great for u.s. veterans who want to utilize the skills learned in the military to transition into a promising and exciting career. apply today for an opportunity to join a robust company in the mission to achieve american energy independence! job scope: the cad draftsman operates computer aided design (cad) computer system;creates, updates, and modifies maps and performs manual   job functions create cad drawings for engineering projects and streamline the logistical process. determine materials list. create and modify maps for special assignments. incorporate drawing files into maps. plot new maps. copy project drawings. create manual drawings for engineering projects. may assist in developing survey maps and layouts, when necessary. work closely with regulating agencies, builders, contractors and the general public. perform other related duties, as assigned."
0,"the customer service associate will be based in indianapolis, in. the right candidate will be an integral part of our talented team, supporting our continued growth. responsibilities: perform various mail center activities (sorting, metering, folding, inserting, delivery, pickup, etc.) lift heavy boxes, files or paper when needed maintain the highest levels of customer care while demonstrating a friendly and cooperative attitude demonstrate flexibility in satisfying customer demands in a high volume, production environment consistently adhere to business procedure guidelines adhere to all safety procedures take direction from supervisor or site manager maintain all logs and reporting documentation; attention to detail participate in cross-training and perform other duties as assigned (filing, outgoing shipments, etc) operating mailing, copy or scanning equipment shipping receiving handle time-sensitive material like confidential, urgent packages perform other tasks as assigned scanning incoming mail to recipients perform file purges and pulls create files and ship files provide backfill when needed enter information daily into spreadsheets identify charges and match them to billing sort and deliver mail, small packages "
0,"full-service entertainment marketing and advertising agency providing media, creative, social and digital services to the entertainment industry seeks a digital advertising operations manager with experience in ad serving, reporting and optimization. scheduling: you will assist in the scheduling of campaigns by working closely with account, client service and other operations people to ensure smooth delivery of assets and media through creating and monitoring job delivery reports deployment: you will be responsible for deploying sophisticated digital/mobile campaigns on multiple platforms, ad servers, dsps and technologies including sizmek, turn, youtube/google, facebook, programmatic and mobile platforms. experience with pixel tracking and cpa/roi campaigns will be a significant advantage optimization: you will review dashboards and reports and make informed, rapid changes to efficiently increase performance on campaigns reporting: you will compile reports and deliver insights at launch, during and after campaigns "
0,"we are argenta field solutions, a rapidly expanding and award winning fortune 500 partner, which specializes in direct sales for industry leading companies nationwide. argenta field solutions values the client, creates income streams for them through our sales mechanism and focuses on quality numbers rather than numbers alone. while this is paramount to our foundation, the foundation itself is our people. environment, training and compensation are the tripod that support our workforce. the same way we believe in quality of sales, we believe even more in quality of our people's environment, training and compensation. positions now available in houston tx. we provide all the tools and training to be highly successful and seek top performers to step up into leadership roles. positions - sales- assistant manager- market manager- regional director compensation - $45k-$67k per year (entry level)- weekly pay- direct deposit- bonuses (daily, weekly monthly)"
0,"operations division the operations division is responsible for delivery of newmedica’s established services on behalf of nhs trusts and pcts with whom we have an ongoing relationship. the division is made up of management, clinical and administrative staff; both on a permanent and contract basis. purpose of the role due to the growth of the business, newmedica is setting up a centralised administration team to deal with the administration of our clinics. an administrator is responsible for ensuring that clinics are set up and that patient appointments are booked. they manage the accuracy of all patient data including liaising with gp surgeries, clinics and patients and ensuring that newmedica’s electronic patient records are up to date. they are also the central point of contact for all telephone queries from both patients and clinic staff. key responsibilities: to manage the set up of clinic diaries. to book patient appointments, ensuring that clinics are full. to liaise with gp surgeries to ensure that patient data is correct, to check patient demographics and treatment pathways and to answer any clinical questions which may arise. to manage the data in newmedica’s electronic patient records, adding, importing and archiving data to ensure that they are up to date. · to work closely with senior clinic assistants to ensure the smooth flow of patient information between the administration team and the clinic. to act as the central point of contact for all telephone enquiries from patients and clinic staff, resolving or escalating issues as appropriate. · to input data from patient satisfaction surveys and to analyse the results as requested by the operations director. to act as the principal point of contact for all clinic related administrative tasks, ensuring that templates are correct and processes are followed. to undertake other ad hoc administrative tasks as required to ensure the smooth running of the clinics. "
0,"the executive assistant will provide personal and administrative support to a busy ceo. the ideal candidate is energetic, trustworthy, and versatile and able to handle a multitude of personal and business related duties including personal, family tasks, managing schedules and meetings, general office support, and acting as the liaison between various business partners and clients. the ceo lives in vancouver, but a fantastic virtual assistant working remotely will also be considered. please watch this video from herox's co-founder peter diamandis to learn more about the company:   "
0,"green street advisors is the preeminent independent research, trading and consulting firm concentrating on real estate investment trusts (reits) and other publically traded real estate companies. green street advisors seeks highly motivated candidates with relevant work experience and superior academic credentials to join its research team. green street offers the unique opportunity to advance a career in equity research as part of well-respected, experienced and acclaimed research team. our researchers typically focus by industry sector (e.g. residential, office, hotels). each industry sector is headed by a senior analyst or managing director. the associate will be responsible for the following key job functions: supporting senior analysts in preparing and publishing a wide range of research reports. preparing and maintaining complex financial models/valuation, projections, and databases. demonstrating strong industry knowledge and business judgment. applying sound understanding and use of finance and valuation techniques. collecting and organizing real estate information on markets and submarkets throughout the united states. demonstrating resourcefulness by seeking out new and unusual sources of information. closely following and understanding real estate equity market activity; demonstrating insight into equity market activity. understanding the implications and impact of news events and economic forces on specific companies, sectors, and assets. interacting with the firm’s senior analysts, reit management teams, and institutional investors to share perspective on industry and covered companies. analyzing diverse data to form a cohesive macroeconomic outlook. valuing a number of reits using a combination of quantitative and qualitative analyses. becoming a finra registered representative. "
0,"supersonicads is looking for an experienced and accomplished sale professional to drive new revenue in the us mobile advertising space. this individual contributor will be responsible for closing new business with advertisers and media agencies. essential duties and responsibilities may include the following: identify and close new sales opportunities; meet or exceed target sales goals plan, prepare, and execute high impact meetings with prospects and partners manage direct advertiser relationships to increase business, initiate special promotions and new opportunities identify and develop a strong understanding of core objectives and challenges maximize revenue growth within existing accounts/territory represent supersonicads at industry events and conferences execute in a fast-paced, team environment"
0,"fast-growing e-commerce company has a fantastic opportunity for a talented software developer.govx owns and operates  , the internet's leading e-commerce site for military, police, fire, rescue and related government agencies.   serves major league sports with verification technologies and also offers premium products for both off-duty and tactical use at exclusive prices. we have patent pending software and are expanding quickly. we previously founded and operated other successful internet businesses.we are located in la jolla in a modern office building operating in a very casual, team-oriented, atmosphere. each person has the authority to manage their own areas of responsibility as well as think broadly and strategically about their projects. we use a quasi agile approach to software development allowing you to work closely with our customers and our cross-functional teams to make iterative, market-driven, software changes. the .net integration engineer position will provide edi development, testing, maintenance, and troubleshooting support. as a company that heavily relies on cutting-edge it operations to serve its members, govx is seeking ambitious individuals with a strong team mentality and a genuine passion for software engineering. you will be coding and testing a variety of systems written in .net, wcf, and sql server. services focused on back-end code, databases and third-party systems. the position is located in our office in la jolla, ca. must be authorized to work in the united states on a full-time basis for any employer. we do not utilize placement firms. veterans are encouraged to apply. mail resume to:govx, inc.,7817 ivanhoe avenue, suite 200, la jolla, ca 92037."
0,"we're looking for a software engineer, for the rd department of  . you will work with our development team as a software engineer. you’ll have the opportunity and capability to make decisions about important technology and product questions. you'll work with our team of engineers to build a product our users will love. the product rapidly changes and so you will constantly be adapting to feedback (both qualitative and quantitative) to help influence product decisions. you have to be very familiar with php, mysql and javascript. knowledge or experience in nosql databases like mongodb or redis as well as java will be higly appreciated. qualified candidates will have to be talented software engineers, possess a deep understanding of system engineering and have a strong comfort level working within an extremely fast-paced start-up environment. responsibilities may significantly increase depending on the candidate. expectations: the ideal candidate will have the following qualities: acquisitive learner - resourceful in acquiring knowledge, learns without direction principled - aligns activities and details with larger goals and principlies disciplined - imposes structure onto work and life adaptable - adjusts beliefs and actions in response to new information facilitative - cultivates and activates talents and opportunities "
0,"job summary: this job provides you with the opportunity to work in a fast-paced, innovative field while gaining knowledge of leading-edge technologies and the latest standards. as a php developer, you will be responsible for participating in the analysis and development of modifications to packaged or custom software and/or the development of new solutions to support specific business needs. you will work closely with other junior/senior consultants, solution architects, project managers, and business analysts to develop or maintain systems as designed. what will your responsibilities look like? perform analysis assistance design and develop computer applications using php code modify and enhance existing php applications participate in new program designs and methods php business application design, development bridge in house solutions with third party systems (oracle) bridge in house solutions with other client and vendor custom software (via custom protocols, file transfers, etc) export data to alternate formats for reporting and use outside of applications (pdf, excel, google maps, etc) design, create, and maintain normalised databases design, create, and maintain database schemes to provide clients with a secure and restricted direct database connection "
0,"pinnatta, οne of the fastest growing greek startups,is looking for an ingenious marketing analyst to join our marketing team in athens and particiapte in the evolution of our innovative service. the company is backed up by us, russian, chinese and greek investors and retains offices in silicon valley (california, us) and athens (greece). if you have a very strong belief that data is the key to success and want to become part of an extremely talented team, with global aspect and huge potential, feel free to contact us! as a marketing analyst in pinnatta, you will be responsible for providing information and insights regarding customers, markets, competitors and campaign effectiveness to measure performance and support business decisions. the ideal candidate will have experience planning and managing various research projects and be able to work closely to the senior management team tointerpret findings responsibilities: provide roi analysis of all marketing campaigns and sale activities design research projects than answer specific business questions understand business objectives and design surveys to discover prospective customers’ preferences work with product management to identify new market opportunities and work with beta-customers to complete concept-testing for new features and products conduct market research to: analyze competitors, determine brand perceptions, evaluate market penetration and understand customer needs develop focus groups and surveys to capture market research data analyze marketing metrics to identify cause-effect relationships between marketing actions and financial outcomes to increase profitability manage market segmentation, targeting and positioning exercises as needed build a marketing dashboard that visualizes key performance indicators perform annual customer satisfaction survey and compile results report complete competitive analysis to maintain our competitive advantages monitor and track competitive ads, pr and website messaging "
0,"shipster is in search of motivated, respectful, safety-conscious men and women to join the shipster elite squad. the ""elite squad"" consists of the best of the best. elite agents are the driving force behind shipster operations and are our feet on the ground. they represent quality, efficiency, leadership, and integrity -- and they deliver wow through service! provides efficient and safe pick up of packages and documents, while representing shipster's core values operates non-articulated vehicles safely and efficiently, complying with all governmental and corporate procedures accomplishes accurate and timely selection and inspection of assigned items and the subsequent reporting of stop counts and missing items "
0,"job overview apex is an environmental consulting firm that offers stable leadership and growth, views employees as valuable resources, and rewards success with competitive pay and bonuses. we are seeking a senior industrial hygiene project manager to join our team in the chicago, illinois market and become an integral part of our continued success story. illinois department of public health (idph) asbestos and lead certifications are required. this position could office in either our schaumburg (suburban) or chicago (downtown) locations. responsibilities responsibilities include performing assessments and inspections, evaluating project data, providing technical guidance, reviewing project work for job specification and regulatory compliance, interfacing with clients, report writing, and business development/marketing for various industrial hygiene projects. qualifications this position requires 10-15 years of experience performing and managing asbestos and lead-based paint inspections, indoor air quality assessments, and industrial hygiene sampling projects. working knowledge of local, state, and federal regulations and strong communication and technical writing skills are desired. cih certification (or ability to obtain) is required. a degree in occupational safety, industrial hygiene, or related life sciences is preferred. want to join a team of talented scientists, engineers, and managers? submit your resume for consideration today!   about apex apex is a customer-focused company that delivers environmental, health, safety and engineering services to over 700 clients across the united states and abroad. driven by an entrepreneurial spirit and a dedication to providing responsive, cost-effective solutions, apex has grown rapidly since our founding in 1988. working in partnership with our public and private sector clients, our team of experts provides services tailored to support each customer’s unique goals and objectives. by blending strong technical skills, business acumen, and superior customer service, we are able to deliver creative solutions that deliver high quality results at low cost. from commercial and industrial firms to construction, petroleum, and utility companies to financial institutions and government clients, apex has extensive experience in a wide variety of industries. our corporate professional resume includes proven capabilities in the areas of water resources, remediation and restoration, assessment and compliance, and industrial hygiene, among others. ranked in the top 200 environmental firms by enr magazine, ranked among the top 500 design firms by enr magazine, awarded the 2011 national environmental excellence award for environmental stewardship by the national association of environmental professionals, and selected as a 2010 hot firm by the zweig letter, come join our award winning team. apex is an entrepreneurial firm, and ensuring that our senior managers are able to move unencumbered is our priority. we are a successful and growing mid-sized firm. we’re small enough that our employees still have access to our leadership, and it’s easy for high-performers to be recognized for their contributions and advance without bureaucracy. with over 30 office locations, we’re big enough to provide comprehensive environmental consulting and engineering services to our diverse client base and to provide resources to our employees to help in their professional development. we offer incentive bonus plans and ownership opportunities for our successful managers. apex companies, llc is an affirmative action/equal opportunity employer "
0,"as a delivery services manager, you will be in charge of the workload for our drivers and stockers as well as our fleet of vehicles and the numerous product orders that they deliver each day. you will report to the branch manager and coordinate with him/her on a variety of vehicle service issues and other problem resolutions. in your role as a delivery services manager, you will serve as dispatcher for all drivers and deliveries and will ensure that all trucks and truck loads arrive at their destinations safely, smoothly, and on time.your specific duties as a delivery services manager may include: scheduling and routing product deliveries using abc’s customer service delivery system (csds) to manage orders and set up deliveries ensuring that trucks are properly secured by driver making sure that trucks are not overloaded and that all loads fall within standard weight limits for each vehicle assessing job site delivery requirements and assigning appropriate delivery vehicles resolving all vehicle safety issues logged by drivers by routing vehicles to the appropriate service facilities for needed repairs keeping customers informed of delivery status ensuring that all driver documentation is submitted in a timely manner assigning spotters to all boom truck deliveries ensuring that all osha and federal road procedures are followed resolving all delivery problems using job site photos ensuring that all csds order sheets are filled out accurately and completely and contacting branch manager if there is a consistent problem entering all routing information into csds and updating routing information as needed negotiating with outside mechanics/garages for fleet maintenance needs and ensuring that all repairs are completed properly and returning trucks to garage if necessary working with corporate fleet maintenance department to track fleet maintenance costs conferring with branch manager to select equipment/truck replacements and upgrades scheduling new equipment training seminars for drivers and ensuring that all drivers are fully certified on all trucks in fleet ensuring that all drivers’ cdl licenses are current and reminding drivers when their licenses or medical cards need to be updated "
0,"populist cleaning co. is an independently owned, full-service commercial cleaning company. populist has been providing janitorial services to southeast michigan since 1980 and was founded on one simple idea: offer our customers the best possible service, quality, and value. as a growing company, we are looking for exceptional people who share our love for the customers we serve and the work we do! currently, we are looking for energetic, dependable candidates for openings in the ann arbor area. typically, our positions are part time and done after 6pm. job location and specifics to be discussed during the interview process. when you work for populist, you’ll enjoy flexible hours, a friendly atmosphere, and competitive pay. you’ll also be a part of a team that is committed to supporting your career goals. all necessary training will be provided. the ideal candidate is dedicated to providing outstanding customer service every day. responsibilities may include: perform various cleaning duties, such as vacuuming, sweeping, dusting, cleaning mirrors andwiping tables/desks clean, detail and re-stock paper products in restrooms remove and dispose of garbage and recycle items properly use all cleaning products and equipment "
0,"ads security l.p. is hiring now for business development, sales, and advertising roles in our new knoxville branch. we provide paid training, competitive pay, and sales contests. competitive and driven people should check us out. you are not going to find your perfect job unless you have the experience. we will train you. do you love the competition? do you love the team environment? do you love the feeling of victory? ads security lpdoes not work with sports teams (often), but we are looking for someone with a sports mentality... someone who lovescompetitionand is ateam player.we are a top 25 security company based right here in tennessee. our mission statement is: through our legendary service we will create raving fans who tell 7 friends about ads. we are growing very fast, and we are looking for the right individuals to play a big role in our future expansion. candidates who are selected will befully trained. advancement opportunities are base on individual performance, and the ability to handle additional responsibilities."
0,"founders is a company that starts companies. we partner with exceptional people and provide capital, expertise and talent flow to turn ideas into great businesses. we are in it with you 100 percent and we get our hands dirty, just like we expect you to do. about the opportunity as a co-founder in residence your objective is to turn an idea into a company, working with us through the steps of the founders creation process. you might work on an idea of your own or find one you are passionate about together with us. in both cases we expect you to act as a founder from day one and show that you have what it takes to build and lead a team in order to create a successful company. as part of founders you will have access to a team of people who do nothing else than building companies and products. your profile the typical product co-founder is either an accomplished hacker or designer. you are already a passionate entrepreneur or have an extraordinary track record leading projects during your career. we value your experience and previous accomplishments, but most of all we value your attitude. as a co-founder you are expected to be able run and grow a company. you will have access to founders’ resources, but you are responsible for building a great team, a great product and doing what it takes to win in the market."
0,"summary: the housekeeper is responsible for the cleaning and preparation of rooms for the guest, while maintainingthe highest ofhampton innstandards and consistency. essential responsibilities: 1. clean assignedrooms according tohampton innstandards and best methods. this includes making beds, cleaning bathrooms, vacuuming carpet dusting furniture. 2. place and restock useable items in theroom including paper items, soap, towels, matches, according tohampton inn standards. 3. clean exterior entry, hallways, and windows, according to hampton inn standards 4. operate housekeeping equipment in a correct and safe manner. 5. assist in laundry department as needed. 6. maintain and restock housekeeping cart each day. 7. know hotel emergency procedures. 8. responsible for the proper administration of key control for issued keys, or keys left by guests in room. 9. follow the lost and found program administered by hampton inn. 10. report immediately to the executive housekeeper or general manager any ""out of the ordinary"" situation in the guests' room, including pets, parties in room, unusually dirty rooms or a vacant room when the room is thought to be occupied. 11. complete maintenance work orders and deliver to designed area in a timely manner. 12. accomodate guest special requests courteously. 13. answer guests' questions regardinghampton inn and local area facilities and services. 14. carry out any reasonable request by management according to your capabilities. the beck company and its affiliates are equal opportunity employers, and select the best matched individual for each position based on job related criteria and without regard to race, color, sex, national origin, age, disability, or any other protected status as defined in local, state, or federal eeo guidelines. as an applicant you cetifiy and affirm that all information provided is true in all respects and you understand that any misrepresentation or omission will be grounds for immediate termiantion without further consideration or possible employment. your employment is at-will."
0,"the customer service associate will be based in burnaby, british columbia. the right candidate will be an integral part of our talented team, supporting our continued growth. responsibilities: perform various mail center activities (sorting, metering, folding, inserting, delivery, pickup, etc.) lift heavy boxes, files or paper when needed maintain the highest levels of customer care while demonstrating a friendly and cooperative attitude demonstrate flexibility in satisfying customer demands in a high volume, production environment consistently adhere to business procedure guidelines adhere to all safety procedures take direction from supervisor or site manager maintain all logs and reporting documentation; attention to detail participate in cross-training and perform other duties as assigned (filing, outgoing shipments, etc) operating mailing, copy or scanning equipment shipping receiving handle time-sensitive material like confidential, urgent packages perform other tasks as assigned scanning incoming mail to recipients perform file purges and pulls create files and ship files provide backfill when needed enter information daily into spreadsheets identify charges and match them to billing sort and deliver mail, small packages "
0,"position:business process analys work location:baltimore md duration:12 months+ extendable the start date for the position will be on or about november 3,2014. this is a 25 hour/week assignment over a twelve month period(approximately 1,300 hours). description/comment:minimum qualifications/skill sets:· ability to effectively lead project teams of individuals not under analyst’s formal supervision to achieve defined objectives· flexible, productive, solutions-oriented team player. ·strong familiarity with the existing workforce investment act and the new workforce investment and opportunity act. · ability to write decision memos, policy briefs, short research assignments, plans and proposals well and under tight deadlines · possesses the interpersonal skills (tact, respect, collegiality) necessary to work constructively with senior and mid-level managers on potential changes to their program areas · ability to conceptualize and put into writing recommendations on how to translate general policies into specific procedures .ability to gather, analyze and present data to inform recommendations· strong skills in microsoft excel and powerpoint · ability to manage multiple deadlines simultaneously· knowledge of and experience working with local or state workforce agencies preferred qualifications/skill sets· experience supporting program operations· experience analyzing and developing policy documents and translating policies into procedures· experience working in government agency, especially a workforce development agency· college degree "
