,fraudulent,requirements
8888,f,"bachelor degree or foreign equivalent in computer science, electrical engineering, mis, it or related plus 5 years of experience as it consultant; software architect, application analyst or related designing, implementing and troubleshooting sap business intelligence (sap bi/bw) and business objects (bobjusing) using sap standard mobile applications and bi program management. sap bw sap hana certifications also required."
11349,f,2+ years experience in a client-facing technical role. ability to diplomatically address customer concerns and provide feedback. a firm understanding of the technology stacks common to the web ecosystem and rest apis. enjoy debugging other people’s code. solid understanding of computer networking. experience with troubleshooting and resolving qos (quality of service) issues. experience working with team members you hold a bachelor’s degree 
15324,f,university degree required.tefl / tesol / celta or teaching experience preferred but not necessary canada/us passport holders only
17584,t,no any experience required.
15035,f,"2-5 years experience with frontend web development (html5, css3, jquery, etc.) extreme passion, drive, initiative ability to thrive in a dynamic, fast-paced environment full stack experience is a big plus "
17666,t,"this position offers a comprehensive benefit package, including:-health and dental insurance -paid vacations-life and disability insurance -professional liability insurance-retirement plan"
6687,t,"certification experience:previous experience (not required)good english speaker, some customer service skills, wanting to learn work."
17790,t,totally free to join suitable for all.
6266,f,greek language competence chinese language competency ideally the candidates would possess a university degree or certificates in the above languages chinese people with good understanding of the greek language are welcomed the candidates will have knowledge of business terminology (esp. for import-export business) and ideally of technical vocabulary in both languages (metallurgy and general engineering) 
17551,t,nan
17711,t,"an ambition to succeed, a desire to be the best at our field and not be discourage when people turn you down. if you have these qualities than you are perfect for this business"
16552,t,nan
8129,f,"computer science or engineering degree is an asset, however equivalent experience is taken into consideration knowledge of windows and linux operating systems, computer, network and display hardware. ability to communicate to technical people on a technical level and popularize technical information for a general audience ability to communicate technical workarounds and solutions to first level support agents. excellent written and oral skills in english and french (other languages are also considered an asset). creativity and ability to multitask ability to adapt to changes rapidly strong work ethic and interpersonal skills highly motivated, fast learner, analytical with good problem-solving skills strong interest in learning new technologies (tech savy) a gsd (get stuff done) attitude ability to travel outside canada when necessary "
5144,f,university degree required.tefl / tesol / celta or teaching experience preferred but not necessary positive attitude required.canada/us passport holders only 
13341,f,"you have at least one year retail, sales or hospitality experience. you have excellent customer service and communication skills. you’re a friendly and welcoming problem-solver. you're cheerful under pressure and an a+ multi-tasker. you have a strong interest in food, cooking and home design. you’re based in nyc and eager to help us bring our market to life. you have a great sense of humor (i.e. think we're funny). "
11122,f,nan
9748,t,"**note: you must have the necessary tools for perform any of the above tasks **subject to pass a background check** if you know how to perform winterization in property is a plus. you must have a digital camera with to take photographs supporting work done. we also require the use of email. this work is time sensitive, so a strong work ethic is preferred. **note: please be sure to include your full name, the city where you are located at and phone number and email in order to be considered for the position. if your name, phone , and email are not in the response, your response will be deleted. thanks and we look forward to hearing from you!"
5525,f,"must be able to install and terminate telecommunications cables (category 5, 5e, 6, 6a, coax) indoors or outdoors in new construction and/or pre-existing facilities. must be willing to work rotating shift schedule. must provide own tools. must possess valid ca driver's license. position requires clean driving record, pre-employment drug testing, and successful background check. requires occasional lifting up to 75 pounds."
15157,f,"candidates must be proficient with windows and have experience providing technical support in a windows environment. the ideal candidate will have one or more of the following certifications: mcsa windows 7, windows 8 or other microsoft certification comptia a+ ccna do you enjoy helping customers with their computer problems? is attention to detail and customer follow-up ingrained into your daily routine? our helpdesk analyst must not only provide technical support, but he or she will need to show the value of our professional relationship. additional requirements include: 2-3 years of helpdesk support or equivalent experience strong work ethic customer service experience "
11223,f,"can you? take responsibility for achieving kpi’s, developing new business and delivering great customer service? generate and maintain business in a relaxed but target driven environment? indentify sales/new business opportunities – present key benefits features of a service to new customers? use social media platforms to help maximise business opportunities? operate microsoft office packages and input/maintain accurate data entry"
14842,f,"four-year degree in counseling or related field, or experience in another field of similar experience. master’s degree in the human services field preferred. a minimum of three years supervisory experience is required. must be certified as a substance abuse counselor in va and have at least one year experience as a counselor. two years of otp experience is preferred. must have a valid driver’s license or state issued id and provide appropriate license or certificate. "
4036,f,"the international broadcaster shall have at least five (5) years of current experience. the international broadcaster shall perform a combination of services that will include researching, interviewing, writing and voicing original news stories and reports. the international broadcaster shall have the ability to adapt material for radio, television and/or internet about events in the target region, the u.s. and other countries. the individual shall produce and edit reports using compatible digital technology and shall be able to record and process interviews by phone, live face-to-face or in the field. the individual shall have extensive knowledge of the target region, its people, culture, institutions and political situation, and the ability to adapt english material to the target language and adapt the target language to english. the international broadcaster shall possess and employ basic multimedia skills as required in the completion of each assignment, including the ability to take still photographs and record video via smartphone during field reporting assignments, and to upload photos and videos as needed to agency-based file servers. he or she shall assess different information to validate the comprehensiveness, accuracy and balance of news products, and shall demonstrate high standards of journalism and news experience. he or she shall have the ability to function as news announcer on live or pre-recorded news bulletins or newscasts; for video assignments the international broadcaster shall wear attire suitable for the assignment. the international broadcaster shall be familiar with the agency’s best practices guide and shall adhere to its policies. knowledge of macedonian language required."
5952,f,"your profile customer facing skills to represent our web services well within the customer’s environment and drive discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation demonstrated ability to think strategically about business, product, and technical challenges in an enterprise environment highly technical and analytical, possessing 5 or more years of it platform implementation experience deep understanding of database and analytical technologies in the industry including mpp databases, nosql storage, data warehouse design, bi reporting and dashboard development implementation and tuning experience for apache hadoop and tools such as pig and hive current hands-on implementation experience required; individual contributors only need apply strong verbal and written communications skills and ability to lead effectively across organizations bs level technical degree required; computer science or math background preferred additional skills: hands on experience leading large-scale global data warehousing and analytics projects demonstrated industry leadership in the fields of database, data warehousing or data sciences implementation and tuning experience specifically using our elastic map reduce and tools such as pig and hive track record of implementing our web services in a variety of distributed computing, enterprise environments "
2273,t,home computer with internet access basic computer skills a headset
13023,f,"skills requirements we expect to see: • top-notch programming skills and a track record of getting stuff done • experience in our stack (c /   mvc / web api 2) • an understanding of asynchronous programming patterns • up-to-date knowledge of modern html, css and js we like to see: • experience with js frameworks - angular, knockout, backbone, etc. • experience with azure • familiarity and experience with ddd, cqrs, and event sourcing • enthusiasm and interest about learning new technologies• if you have experience in machine learning, natural language processing, or ""big data"" - that's very interesting• works well with other geeks"
11208,f,"self motivated with strong written and verbal communication skills have very good tertiary qualification grades knowledge of java, oo programming, and b2b integration services built on distributed service architecture logicial thinker with demonstrated problem solving ability passionate and excited about big data processing (and you like to watch tv!) exposure and/or understanding of parallel processing and distribute computing concepts actively experimenting with new technologies bonus points for exposure or some knowledge of amazon web services experience with agile methodologies including scrum or kanban exposure to one or more of the following sql/nosql, hadoop, hive, impala, pig advanced skills in java/c++ "
15676,f,"you will be: technically competent with active knowledge of html, xml, sql and operating systems (windows, osx, ios and android) an excellent communicator, both verbal and written an enthusiastic problem-solver, able to determine the root cause of an issue and articulate an appropriate solution able to work well under pressure and prioritise effectively a self-starter with a strong attention to detail educated to ‘a’ level or equivalent "
14776,f,"valid school administrator/supervisor (sas) certification. exemplary performance record as an elementary school administrator, teacher leader, and elementary school teacher. expertise in best practices in literacy and mathematics instruction and assessment. expertise in staff supervision and evaluation. demonstrated proficiency in the analysis and utility of local and standardized achievement data. proven ability to collaborate with and motivate staff, students and parents in partnering to achieve excellence. excellent interpersonal and verbal/written communications skills. "
751,f,required skills include: - microcontroller programming (arm preferred)- embedded linux development- basic board level design and debugging competency is a major plus.
5362,t,nan
13206,f,"relevant experience in a comparable online marketing position, with a successful track record of profitably scaling existing channels and finding new channels having lead, motivated and developed a team is a strong plus a passion to get involved hands on, a “getting things done” mentality deep knowledge across all online marketing channels, and experience on rtb (ssp dsp), sem, social and media buying in general a very good understanding of tracking technologies and web-based new media strategies efficient and result-oriented working style, strong analytical and critical thinking skills motivation to exceed our expectations and go the extra mile "
9888,f,nan
5808,t,"minimum of three (3) years of work novationoffers an empowered work environment that encourages creativity, initiative and professional growth and provides a competitive salary and benefits package. novation is an equal employment opportunity/affirmative action employer and maintains a drug-free workplace. we are fully committed to employing a diverse workforce and creating an inclusive work environment that embraces everyone’s unique contributions, experiences and values. please apply on our website for   in an employee relations related field. experience working in a shared services or coe model preferred. knowledge of er procedures and processes such as the proper handling of investigations, employee complaints and corrective actions. technical understanding of employment laws and employee dispute resolution programs. excellent written and verbal communication skills. exceptional customer service focus and orientation. a high level of emotional intelligence and excellent interpersonal skills. proven project management skills, including attention to detail and a demonstrated ability to manage multiple projects and tasks. proven ability to multi-task in a high volume environment; ability to prioritize conflicting demands, and organize time and focus to bring investigations efficiently to successful completion. ability to effectively engage with individuals at all levels of the organization. demonstrated ability to influence and build collaborative relationships across divisions and geographies. strong negotiation and conflict resolution skills. ability to operate with a high degree of sensitivity and confidentiality. ability to work independently and with minimal supervision. proficient in microsoft office suite (word, excel, powerpoint). ability and willingness to travel as needed; estimate up to 20%. "
14940,f,"minimum of 1 years' experience operating a crawler crane. prefer 2 years. to receive certification in wv, oh, or pa, candidates must: 1) submit to a current physical examination. 2) submit written and practical exam scores. 3) submit an application. the company will pay the $75 application fee. must be familiar with manitowoc and linkbelt crawler equipment and proper crane signals. rig-moving experience a plus. willing to work overtime, in adverse weather conditions, and perform shift work during nights, weekends, and holidays. must be able to drive safely off-road and in adverse conditions. travel to out-of-town project sites in the tri-state area (hotel stay provided by company). qualifications: valid driver’s license. nccco certification – class a. company overview: our client is dedicated to providing a variety of quality services in the oil and gas well industry."
11600,f,"what skills do i need? proven track record in running successful online acquisition campaigns within paid social or/and display for a fast-growing business or within an agency excellent quantitative and analytical skills used to aggressive acquisition targets within the right performance kpis track record of effectively delivering multiple projects at one time in very fast-moving environment proven scalable campaign management experience on paid social/display an optimisation guru. you live and breathe campaign performance data and know exactly what levers to pull when optimising a campaign against specific kpis deep hands-on experience in major digital marketing environments. you'll be logged-in and making things happen from day 1 previous experience with a pmd is a big plus previous experience with multinational localised campaigns very personable and good at building constructive relationships with colleagues, partners, media owners and agencies proactive with can-do attitude, generally full of great ideas and able to get stuff done without close supervision "
16919,f,"job requirements professional demeanor, organized, and reliable great with people a strong work ethic results driven attitude with hunger for success ability to excel in a high-energy fast paced environment must have own form of transportation"
13807,f,"you'll need to be smart, passionate and demonstrated you can learn fast and are excited to do so. we're a software product company so we love technology - so should you. you should like a new challenge and be driven to achieve results and smash targets. importantly, you should have strong written and verbal communication skills. you will already have 1-3 years sales experience and have a proven track record in a consultative sales enviroment."
3959,f,"skill java,j2ee ,ajax,javascript,html,unix shell scriptinglocation alpharetta, gatotal experience 6 yrs.max salary $ doe per houremployment type direct jobs (full time)domain any"
6424,f,"the candidate should be able to share a strong, referencible portfolio of javascript deliverables. in addition, candidates would have to go through a hands-on asssessment (~3 hours) on a specific problem 6+ years of experience in product development in leading a high-performance team skilled in html5, css3 oo javascript agility and experience in agile/scrum methodology experience in jquery, ext and similar javascript frameworks; experience in visualization frameworks such as d3, highcharts a plus experience in nodejs a plus experience in developing web components using javascript - 10+ years of overall experience- at least 5+ years of experience driving technology product development; prior experience in delivering cloud-based products a plus- degree in mba from a premier institute- excellent communication and presentation skills"
17815,t,work anytime 1 to 2 hrs daily in free time.
5095,f,nan
17637,t,"certification experience:previous experience (not required)good english speaker, some customer service skills, wanting to learn work."
15492,f,same as above
3581,f,"you dream in objective-c and know your way around all the foundation/corefoundation frameworks you know xcode, instruments, gcc/llvm, the debugger and pre-processor in depth you have proven experience in developing a cocoa sdk that works across ios versions and know how to ship it (static libs, cocoapods, …) you already used read/write rest apis from cocoa and have a strong understanding of http and oauth. you know all the networking libraries. you worked with complex core data projects. you understand its strengths and weaknesses and can evaluate when to use it compared to simpler technologies like sqlite. you’re great at object-oriented development, multi-threading, asynchronous programming, design patterns and agile methodologies strong attitude to testing used to work in small team and on solo projects you're an active participant in the tech community you get stuff done. we are looking for someone we can trust to do a good job without much handholding - you should enjoy responsibility. "
9563,f,"skills requirements● expert in building javascript heavy apps using leading frameworks, especiallyurl_032291c7723cf998b11ea84c00f49bca4c89da249041c51b667123fc67e35a20 (at least 3 years) must● expert knowledge with modern html and css must● knowledge with serversidedevelopment in java advantage● prior work experience in a startup/ never worked in a big company must● bs or ms degree in computer science or a related technical field must"
15802,f,"we want to hear from you if: you can write beautiful, fast javascript to a high standard, in a timely and scalable way that improves the ui of our products in meaningful ways you can translates visual designs into new working page templates, and edit the html, css, javascript and php for existing page templates you can build and edit high-performance, reusable code for ui components you have an appreciation for our customers (our wondeful retailers all over the world) and how what we do every day helps them and their business. if this sounds like you then get in touch now and delight us with your unique application! we have huge projects in the pipeline this year and need the best talent on-board to help achieve our goals. while vend is totally open to receiving applications from people based overseas, our recruitment process for technical talent is lengthy and involves a lot of face-to-face time between our candidates and existing team members here. we can start initial stages of interviewing using awesome technology like skype and google hangouts, we really need you to be here and to have hung out with us in auckland before making a job offer. "
17143,t,only basic knowledge of computer and internet required.
7353,t,"requirementsrequirements:high school diploma or ged or 10 years of equivalent work history.1+ years of experience in an office setting environment using the telephone and computer as the primary instruments to perform job dutiesbasic proficiency with computer and windows pc applications, which includes the ability to learn new and complex computer system applications2+ years data entry experienceassets:basic understanding of healthcare claims1+ years working in production based environmenttype 60+ words per minute8,000 keystrokes per hour physical requirements and work environment:extended periods of sitting at a computer and use of hands/ fingers across keyboard or mouseoffice environment"
15335,f,university degree required.tefl / tesol / celta or teaching experience preferred but not necessary canada/us passport holders only
9623,f,nan
11963,f,"bachelor's degree (b.a.) inmarketingor related fields from four-year college or university, or 2-4 years of experience building and maintaining digital/onlinemarketingcampaigns. 1-2 years of experience building and maintaining onlinemarketingcampaigns, with primary focus on seo, and sem. experience implementing search engine optimization changes to websites, and improving overall website traffic. experience running adwords campaigns on both search and display networks. experience working with landing (squeeze) pages, optimizing for conversions. experience configuring and reporting with google analytics. experience performing keyword research. basic understanding of html, css, javascript. desire to learn and experiment with new strategies. preferred: knowledge of popular advertising networks: facebook ads, bing/yahoo ads, adroll, linkedin, twitter ads, clickbooth. experience with social mediamarketing(smm), and integrating smm campaigns with seo, and paid advertising. experience with conducting conversion rate optimization (cro) skills: great organizational skills attention to detail ability to multi-task analytic thinking solid written and verbal communication skills team attitude "
12791,f,"3+ years of technology sales experience bright, ambitious, competitive, and results-oriented proven track record of sales success in a fast-paced environment fantastic oral and written communication skills very interested in and at ease with new technologies bachelors degree required fun! "
11245,f,"curious if you're a fit? here is what we're looking for: marketing excites you and you want to learn more. you love to write and blog and you've created content before. you've researched inbound marketing on your own, and you get it. you're analytical and have a thing for numbers. you're ambitious, organized, and have strong attention to details. bonus: visual design experience experience creating other forms of content, videos, html emails. "
1323,f,"this position requires the following qualifications: previous finance, auto financing or auto dealer experience in the areas of sales/marketing, underwriting or customer service preferred sub-prime/non-prime auto finance experience a plus knowledge of local market and existing dealer base relationships in specific market area strong customer service skills high level of accountability and ability to effectively prioritize tasks exceptional time management and organizational skills proficient in microsoft office suite a must effective communication skills; written, verbal and listening "
9909,f,"knows adobe cs inside and out honest, hard working, punctual, dependable good communication and interpersonal skills able to multi-task and maintain tight deadlines well organized, detail oriented fast learner, able to take direction can work independently or collaboratively experience in ppt or keynote "
10857,f,"preferred qualifications: keyboarding and windows environment pc skills required (word, excel and powerpoint preferred) mailroom and or document production experience preferred experience running mail posting equipment a plus excellent communication skills both verbal and written lifting 40 lbs with or without accommodations willingness and availability to work additional hours if assigned willingness to submit to a pre-employment drug screening and criminal background check ability to effectively work individually or in a team environment competency in performing multiple functional tasks ability to meet employer's attendance policy "
1540,f,"core role objectives ensure axonix achieves or exceeds its demand-side revenue, margin, volume and sell-through targets. maintain a prioritized list of target demand-side partners (ad networks, advertisers, agencies, trading desks and dsps) and drive engagement with these to acquire their business and maintain a sales pipeline to achieve sales targets. develop and maintain relationships with demand partners to ensure the delivery of first-class customer service and satisfaction that leads to account growth over time. support the development of the sales tools, collateral and processes required to maximize sales effectiveness. continuously gather and quantify market trends, data and intelligence to feed into the commercial and product strategies and strengthen the company’s position as the best in the market. evangalise and promote the company across the mobile advertising industry. key responsibilities achieve revenue, margin, volume and sell-through targets. identify and prioritise demand-side customers and partners to maintain a sales pipeline that will meet sales kpis. build and maintain partnerships with ad networks, demand-side platforms and agency trading desks, and ensure effective marketing and sales engagement to acquire their business. managing the demand partners payments process in a timely fashion. source and close deals with senior-level and cross-functional executives at key demand accounts. work closely with internal teams to structure deals that maximize revenue for all stakeholders. define account priorities, account plans, sales targets and other kpis for each account. be responsible for accurately forecasting revenue and inventory volumes for demand partners. establish the sales tools, collateral and processes required to maximize sales effectiveness. work with marketing and product teams to develop a motivating and differentiating sales positioning for the business. lead and mentor the wider sales team to be a high performing team that is recognized externally as delivering best-in-class customer engagement. work with axonix's leadership team to develop, refine and execute the wider company business plan. evangalise and promote the company by speaking at industry events. personal qualities and experience we are looking for ba/bs degree (masters or mba an advantage) proven media sales management experience, ideally in an international role – minimum 4 years at sales manager level or above deep understanding of the programmatic / real-time buying advertising industry, ideally having previously worked for a competitor or agency trading desk – minimum 2 years in this industry, minimum 4 years in the digital advertising industry extensive network of contacts across brands, agencies, ad networks and/or trading desks in emea. results-orientated sales person, with a history of exceeding sales targets – minimum 8 years in sales. strategic approach to sales, with a rigorous attitude to execution. team management - experience of managing a sales team of at least 4 people, with highly positive feedback from previous employees. highly personable, with strong interpersonal communications skills, able to work in a small, highly collaborative team environment entrepreneurial spirit, self-starter attitude highly adaptable – able to use own initiative to identify priorities and comfortable with the ambiguity and the rapid pace of change inherent in a small, start-up business. proven high achiever in previous roles – e.g. participant of previous employers’ top talent programmes languages – fluency in english essential; business-level spanish or portuguese an advantage but not essential "
3660,f,"must be able to work remotely. must be self-driven. must have strong relationship and communication skills. must have general computer skills (gmail, google drive, excel) must have a passion for charity work. "
2930,t,nan
6817,f,nan
2532,f,"the ideal candidate has 3-5+ years of agency/in-house work under their belt designing clean, modern, inspiring pixel-perfect interfaces across platforms showcasing impeccable layout and typography skills. he/she also has a strong understanding of the development   experience is a plus. must have experience with responsive design. "
1222,f,"- 5+ years of designing applications for various platforms such as web, desktop, tablet, mobile, kiosk, etc. -must have mobile development experience -needs to have full development experience both ""wireframe and vision"" -front-end development with html, css and javascript is a plus - portfolio of work required. include examples of interaction design (user flows, wireframes, final screen designs)"
1998,f,"professional experience in water transfer, heavy construction, or oilfield industry experience. ability to manage and lead teams in demanding environments. self-motivated with an understanding of urgency and attention to detail. ability to manage a cross functional team and to operate independently 5+ years of recent related experience. *military experience is highly valued by the employer; candidates with military experience can expect some flexibility in terms of requirements, so long as fundamental skills and competencies are present."
12104,t,"bottom line requirements: 1.bachelor's degree in mechanical or industrial engineering. 2.2+ years in an industrial environment involving close tolerance, high quality machining processes. 3.experience with operations management systems, mechanical and industrial engineering principles, and quality systems 4.experience with piston manufacturing systems, inspection processes, and spc."
1961,f,"requirements the ideal candidate will be bright, ambitious, self-driven, hard-working and flexible, and have the following qualifications: excellent client-facing and internal communication skills in english able to perform under pressure and deliver results in a demanding and fast-paced environment that requires fresh thinking and innovation excellent written and spoken communication skills strong quantitative, analytical and computer skills very good educational background, preferably in a numerate discipline attention to detail tech-savvy and comfortable in a field that combines elements of multiple disciplines (technology, marketing, mass psychology) international perspective and culture other key considerations 3-6 years of work experience in the fields of consulting, marketing, telecoms or information technology mba or postgraduate business degree (or like experience) a plus experience with budget management and cost control business development or account management experience understanding of mobile, web, and online advertising marketing thinking and creative capability "
2044,t,"qualifications personal attributesproficient in microsoft products including word 2010, excel, powerpoint, sps (sharepoint)post a level qualifications / quality audit training• knowledge and use of sharepoint site facilities.• knowledge and use of proarc would be useful• understanding of principles and practice of document management and control• some background in quality management systems within a technical environment could be useful• background in hse management systems for office based organisation could be useful.• good organisational skills• good team skills"
1138,t,nan
3339,f,"you must be comfortable with describing yourself as: - having agile mindset, fast to adapt to changes and feeling comfortable with it- good at communication inside and outside the team- open and informal- good at written and verbal english our requirements: -proven experience working with highly loaded systems – 100k requests per second- has proven experience in scaling out solutions across geographically distributed datacenters- worked with a service platform built with open source software- expert knowledge in programing with c, c++ or java- expert knowledge in working with distributed nosql databases: cassandra, aerospike, …- knowledge of linux: the internals of the kernel, the intricacies of userland, and the ins and outs of packaging- high availability, high performance, high security, and where each needs to be applied- system automation with scripting languages- out of the box solutions for problems most haven’t encountered"
11549,t,"required skills: 3+ years of strong technical project management experience. 3+ years of experience with software and online services (saas experience) 3+ years of experience with software product development, saas a plus. thorough understanding of software development and infrastructure processes and lifecycle; ability to adjust and apply this knowledge in a dynamic environment using agile methodologies. outstanding organizational, communication, interpersonal, relationship building skills conducive to collaboration; able to work well in a cross-functional, matrix management environment. excellent analytical and problem solving skills with a history of hands-on, detail orientation. proven track record of building motivated, collaborative, and productive teams including remote team members. ability to establish credibility and rapport with senior executives and technical and non-technical team members alike. desired skills: experience as a project manager and scrum master (or equivalent experience with other agile methodologies). rollout of large complex initiatives. skilled at customer and vendor management. engineering degree and/or mba preferred. "
15112,f,"duties and responsibilities • network building, creating and developing an awesome community (using best of breed online tools and your event management skills)• blogging and social media marketing• identifying, tracking, driving key social media metrics, online media mentions, etc. qualifications and experience• excellent verbal communications and writing skills.• educational background in communications, marketing or media studies.• demonstrated effectiveness in holding conversations with customers, customer evangelism, and customer-focused product development and outreach.• familiarity and skill with the tools of the trade in marketing including pr, written communication, social media• demonstrated time management, organizational and prioritization skills."
17539,t,"certification experience:previous experience (not required)good english speaker, some customer service skills, wanting to learn work."
4824,f,experiencia en cuentas por cobrar y facturación experiencia en servicio al cliente manejo de office proactivo buena actitud minimo 1 año de experiencia edad: 18 a 26 años contrato definido (4 meses)
431,f,"our solutions are entirely cross-platform, so an understanding of developing on linux, os x, and windows is useful. adaptive and responsive design and creative use of common web frameworks, such as jquery is particularly useful, as is an understanding of web security and communication protocols. requirements: javascript, html5, css3 (fundamental web stack) we are currently open to consider the following languages: java/ php / .net project management experience (experience of leading internal and external development teams) experience of building a development team data design service-oriented architecture (soa) web-based security linux oop, tdd, bdd "
8357,f,nan
13279,f,"education and/or work experience requirements: this section is used to describe what knowledge, skills and abilities are required to perform the daily tasks and job duties bulleted above. if this position is part of a group of levels, be sure to show the increase in the knowledge, skills and abilities necessary to perform the daily tasks and job duties. some examples are: 3+ years of web analysis experience strong understanding of web analytics implementation throughout websites and applications, and performing quality checks to ensure tracking and reporting is correctability to communicate reporting deliverables with both technical and non-technical internal stakeholders ability to work independently and collaboratively demonstrated experience producing deliverables in a fast-growing business environment strong attention to detail, accuracy, accountability and deadlines, with excellent organizational, time-management, multi-tasking and project management capabilities in-depth knowledge of website architecture, online business models, and different online marketing strategies at least 2-3 years professional experience in business intelligence or related area, preferably in digital or interactive industries 1+ year experience with contextual advertising systems, affiliates programs, seo, smm, direct marketing experience using google analytics, yandex metrika or similar industry standard web analytics platform google analytics certificate experience with web analytics implementation advanced microsoft office skills with expert excel knowledge (e.g. complex calculations, pivot tables) general understanding of html and web-based technologies basic knowledge of sql "
15581,t,"requirements: experience with webservice technologies experience with presentation layer technologies, including javascript, html and css experience with cucumber, ruby, selenium, mocking, service virtualization or equivalent experience with headless testing able to balance the need for speed of execution with coverage requirements experience in relational database programming 3+ years developing automated tests 5+ years of overall it experience preferred skills experience programming in java and j2ee experience with continuous integration tools (electric commander, jenkins) proficiency with virtualization technologies such as vmware "
4216,f,"must haves: thrive in a start-up environment – flexibility and adaptability are essential genuine passion for making customers happy excellent written and communication skills enjoy problem solving and making complicated situations simple and painless resourceful, natural troubleshooting skills relentless attention to detail and tenacious work ethic nice to haves: experience bringing a new product to market and developing a community customer support and product management experience comfortable with   or experience with enterprise level crm and reporting tools degree in computer science, engineering, business, it, marketing, design, or other technical field interested candidates should: submit a cover letter to becky smith, director of strategic initiatives,explaining why you want to work at the financial clinic and how your skills/experiences can propel change machine's launch. submit your resumein pdf format. "
6559,t,nan
17684,t,"bachelor degree in engineering required. chemical engineering preferred. minimum 10 years of related work experience. prior supervisory experience required. knowledgeable of resins, lubricants, in mold decorating, paint laser and etch manufacturing processes, surface decorating industry trends, and customer styling. must have excellent verbal and written communication skills. willing to travel approximately 20% of time."
11641,f,"the role requires an entrepreneurial personality with a strong history of success within online businesses focussed on community building. experience in the creative industry and contacts withdigital and traditional media would be a big plus. international business experience is very desirable. the candidate may have worked in a start up or come from a more established online business.they may have previous experience in businesses such as etsy, indiegogo, behance, dribbble, pinterest, instagram, linkedin, e-bay or asos. they will have excellent experience in community building and social media handling. they willhave that intangible touch which delivers a buzz around a business. this is a hands-on, operational role for a confident self-starter seeking to break out from the corporate or later stage start-up into an early stage role. online business experience within online communities or e-commerce proven record in online community building demonstrated success in managing campaigns in all the major online marketing tools — a strong understanding of social media and public relations financially literate and familiar with the budgeting and management reporting process — leadership and team management experience "
2839,f,"vendor relations associate responsibilities will include: (required but not limited to the following) * utilizing the internet/networking resources to identify potential candidates.* screen and qualify candidates in accordance with company policies.* educating trade partners on and enforcing service and billing policies and procedures.* manage assigned vendor relationships including ensuring compliance. (insurances, vendor agreements, w9s, etc.)* research and negotiate service pricing schedules by region/trade. our ideal candidate: * candidate must have excellent written and verbal communication skills as the initial contact with our company.* must have the ability to multi-task and quickly react to re-prioritization requirements to meet service needs.* must function calmly and proficiently in a stressful environment and work well within deadlines.* strong team/relationship building skills.* excellent work ethic.* proficient internet researching, microsoft office suite and general computer skills.* bi-lingual (spanish, french) helpful. who we are: boss facility services, inc. is the industries foremost authority in facility management. our services consist of the following services throughout all 50 us states, mexico, puerto rico and canada (hvac, electrical, plumbing, general repair, wall and floor coverings, windows and doors, glaziers, locks and gates, roll outs, refreshes, temp spaces, etc.). the company was founded in 2001 and employs the industries best leaders. we as a company have created a culture that embodies personal as well as corporate achievement. our culture allows each individual to strive for excellence while we achieve success as a team. our mission is to provide innovative, best of class service at the right price for our clients while we provide an engaging environment that fosters both individual and team growth for our employees. contact marisa deangelis at boss facility services at email_111630b7766107788d653522a1b1678804e4c954d9ea0a2e735e8fb1741ba9b6"
7496,f,"we expect you to meet most of our expectations regarding your personal skills, please find the ideal profile •good understanding of the business processes in financial and managerial accounting area • ability to perform system changes in a qualitative and timely manner, resolve complex sap systems issues resulting from business change • strong analytical mind and a flexible, pro-active and result driven attitude •strong written and verbal communication skills •ability to deliver analysis of business requirements, blueprint development, detailed solutiondesign, application setup, testing, training for users • ability to develop business process optimization and simplification based on accountbusiness requirements •proficiency in oral and written english is a must •must be willing to attend training both locally and abroad we expect you to have the following competences and qualifications, according to ideal profile design • bachelor’s degree in business, information services, economics or computer science isrequired • recommended to have 5 to 8 years sap fi-co functionalexperience (fi-gl/aa/ar/ap/bl/sl, co-om/cca/pca/pa/pc, sl; om, cca, pca, pa, pc) • relevant experience and knowledge in implementation, customization and maintenance ofsap fi-co modules and related sub modules • strong sap architectural and shared service framework knowledge • at least 1 year experience within multi-organization environment including consolidation andreporting experience • direct, hands on sap configuration experience with financial and controlling, experience in working with master data • cross sap module integration fi-co/ co- fisl/ co- mm • basics knowledge in romanian accounting standards and ifrs reporting and strongknowledge in business processes"
