,fraudulent,description
5179,f,"work location: charlotte, nc bay street software, inc. is looking for the right candidate that has the drive and initiative to exceed in inside sales; with the ability to cultivate relationships with existing and/or new customers. candidate will be responsible for prospecting and developing account plans with delivery of excellent customer service to existing and new customers; possess keen negotiation skills that result in sales and/or service deals. essential duties and responsibilities primary responsibility is to drive website software sales and service revenue understand software module thoroughly strong knowledge of e-commerce and social media marketing. interact with clients and prospects to understand their business requirements and/or issues manage follow-up and conversations to sales opportunities engage and identify the necessary internal resources for deal execution cultivate trustful and respectful customer relationships by understanding customer needs and matching bay street software products and services serve as a customer service rep for customers who have questions or difficulties communicate issues relevant to sales processes to management, implementation team and product development team to assure customer satisfaction skills and specifications excellent written and oral communications skills are essential innovative and able to think on their feet dynamic personality and persuasive mentality must have it knowledge good organizational and negotiation skills self-motivated, results-oriented individual with exceptional selling skills and proven track record of success and leadership company description bay street software was started in 2012 to help forward-thinking businesses to be more proactive in their communications by giving them a sophisticated marketing and analytics tool that starts with an e-mail signature that goes beyond static text and graphics. as the e-mail game-changer, bay street software is the new champion for helping smb and enterprise organizations to break through the clutter of traditional e-mail, enabling them to compete at a higher level, and transforming their communications into dynamic, visually branded statements that employ the latest technology to make e-mail do more. bay street software, inc.p: phone_e5482d992c7d5fad7940c99edeb98250f253ce21fb9f47f9f9cea6817c7bbdafe: email_4541fb550c1a9fe21db61a0b48d2764c0dec6914073f048101b5e5d37929729bw:  "
12701,f,"play with kids, get paid for it love travel? jobs in asia $1,500+ usd monthly ($200 cost of living) housing provided (private/furnished)airfare reimbursedexcellent for student loans/credit cards gabriel adkins :   12 month contract : apply today"
7089,f,"major oil gas company in the kingdom of saudi arabia is seeking highly skilled material engineers specialists, to work in their company, throughout ksa. up to $156000 usd tax free. looking for experienced material engineers specialists the assignment will initially be on a year contract basis, with a view to being extended thereafter. interview workshops will take place in: usa (houston) 8 jun, 2014 please note: interviews can only be conducted face to face no phone or skype interview. if an applicant is selected to attend to the interview will be reimbursed for the travel and hotel cost for up to $1000 on the day of the interview regardless if you get the job or not. deadline of submission 8 may, 2014 this is a face to face interview only please apply only if you can attend to the interview on the above location. as there will be no phone or skype interviews. many thanks and wish you all the best."
9079,f,"play with kids, get paid for it love travel? jobs in asia $1500 usd + monthly ($200 cost of living)excellent for student loans/credit cardshousing provided (furnished/private)airfare reimbursed remind us when you wanted to start when applying :-) "
10859,f,"we're looking for a digital native market analyst to take on a huge opportunity with our supercharged fintech startup that is still silently cruising in stealth mode. we‘re launching officially during early 2015 and are now looking for savvy entrepreneurial spirit to claim pivotal market intel position to command a fierce market-entry. the opportunity:arex is a highly ambitious financial technology start-up in the alternative financial services space that aims to change the way small and mid-sized companies access short-term financing. all attempts so far have been too complex or expensive in the trade receivables area to truly scale beyond niche providers. due to breakthroughs in modern technology, machine learning quantitative finance we've been able to develop a solution that converts these heterogeneous trade receivables into a highly liquid, standardized, non-correlated asset class that can be traded with extremely low overhead on the arex exchange.key-differentiators of arex: • we're a technology company • we're a non-regulated entity • we operate an exchange for short-term corporate credit • our buy-side consists of institutional investors • we're an exchange, not a factor or auction site • our team built previously one of europe's largest trade receivables networkswe are currently looking for a market analyst to join our business development team. "
3600,f,the program host shall properly complete all daily tasks. these daily tasks include but are not limited to: adhering to appropriate writing style (fails not more than twice per week); preparing for writing and interview assignments (fails not more than once per week); adhering to broadcast studio protocols (fails not more than twice per week); delivering required content (fails not more than once per week); understanding of target area knowledge (fails not more than once per week).
8888,f,"responsible for sap bi/bw: project implementations at client sites; sap business objects: project implementations at client sites; cloud based bi/mobility apps – visual bi internal solutions development; sap bi / bobj: provide services at locations specified by visual bi; sap business intelligence product suites (sap bw, sap business objects, sap hana); providing technical support for application / product development activities; positions involve 90% travel to client locations throughout the us for short term or long term assignments salary:$97,822/year work schedule: 8:30 am-5:30pm; 40 hrs/week (m-f) job location:5600 tennyson parkway, suite 110, plano tx 75024 contact:email_a1191d98a2d3f1b2f6ae3430170e4d31ed5c42d2761dfd0a0ebde340a3404f68"
11349,f,"you will be the voice and the hero behind the mashape developer community.you will interact with our developers, customers, partners, architects and support personnel to resolve simple and complex problems. you need to move damn fast.you will work cross functionally with engineering and product. you will help us understand customer trends, documenting and reporting what you observe to the t team in order to better improve our support process and assign priorities."
15324,f,"play with kids, get paid for it love travel? jobs in asia $1,500+ usd monthly ($200 cost of living) housing provided (private/furnished)airfare reimbursedexcellent for student loans/credit cards gabriel adkins :   12 month contract : apply today"
17584,t,"cash pay jobs (part time staff wanted)you can do it all from home, in your free time, at your own place.spend 30 minutes or 1 hours a day get biggest cash.you can work in the morning, afternoon, or at night.perfect for everyone then start immediately.can earn $400 to $450 extra per day.no any experience required.zero start-up fee, visit here:- "
15035,f,"company addy's mission is to make local delivery efficient and delightful. trak, our first b2b product, makes it easy for businesses to manage and analyze their delivery operations. trak includes a clean web dashboard, rich apis, out-of-the-box driver apps for ios and android, and customer notifications, accurate etas and a map that lets recipients track their orders in real-time. our customers include food, beverage, and grocery delivery businesses, local couriers, and home services businesses. we are a seed stage startup and have raised $2.4m from top seed funds and angel investors. we participated in stanford's startx accelerator program and are looking for a top-notch engineer to join us as soon as possible. position we’re looking for a top-notch frontend engineer, with the opportunity to grow into much more. we're building a modular platform that solves the hard technical problems around fleets of mobile workforces (e.g. route optimization, simplified dispatch ux/ui, real-time location tracking, driver mobile apps for multiple platforms). we provide an end-to-end solution for assigning work, tracking drivers and driver performance, and providing a delightful end-user experience with automatic sms updates including accurate etas and a map to track deliveries en route. incumbent fleet management software is antiquated, pre-smartphone era, and expensive. the central component for managing drivers is a web frontend. our customers live in this tool - they spend hours a day managing their core operations in it. we need an immaculately implemented product with impeccable ux; hence we're seeking a meticulous engineer with great attention to detail. as our first engineering hire, you would work very closely with our world-class designer, bill, and our product-focused co-founding team to bring a perfect delivery management experience to smbs and other delivery-centric tech companies, enabling them to scale their businesses and delight their customers."
17666,t,"burrell behavioral health is seeking qualified candidates for a customer service representative positions at three clinics : transitions, main center for adults, and medical towers. these positions require a strong verbal and communication background, assessing caller needs and fielding calls appropriately, as well as computer literacy to provide a high level of service. experience with multi-line phone systems is preferred. must be able to multi-task, problem solve quickly, work independently, and have excellent computer skills. the ideal candidate will have advanced skills in excel, word and outlook.make a difference, apply today!"
6687,t,"6* ultra luxury american cruise company is urgently looking for the following positions:*hospitality- for the many bars restaurants on board.*retail- for the duty free shops boutiques on board.*housekeeping- for the housekeeping cleaning jobs.*office admin- for the front desk tour booking jobs*other positions- dj's, security staff, photographers nannies. vessel type or operation:6* ultra luxury cruise.certification experience:previous experience (not required)good english speaker, some customer service skills, wanting to learn work.job type:perm.sailing area:world wide.benefits:on board en suite accommodation and food, medical cover for duration of contract,world work visa, free wifi,tax free salary more! job description:a 6* ultra luxury cruise company are looking to recruit hardworking, enthusiastic cruise personal.this exciting opportunity is available to candidates who are willing to learn, work are flexible.candidate will also have some customer service skills, skills in public relations and are good english speakers.rotation is 4 months on 2 months off. great salary in euros (tax free)pay is discussed via communication after full application proccess. if you are looking for a new adventure.. apply today! please send your resume to: email_6e824a2834da27298c6d199e4d1829b32ca54fc0bacb0acf6d748f04fc69953b (coppy paste this e-mail address)we will contact you shortly after within 24 hours. looking forward to have you aboard.adrian westdept. rec."
17790,t,weekend cash jobs part time full time.no experience required and never any fees.work anytime 1 to 2 hrs daily in free time.earn easily $400 to $500 extra per day.totally free to join suitable for all.take action get started here:- 
6266,f,we need an experienced translator competent at both greek and chinese languages in order to realize some written and oral translations. the person will work as a free lance associate per project. he will not maintain a salary for this   might be realized in the near future but not immediately.
17551,t,"as a data entry / administrative assitstant / admin clerk associate, your duties will include data entry, billing, filling, answering phones, and providing exceptional customer service. you may be cross-trained in other areas as well.other responsibilities of the data entry role include:mastering order entry process with a high degree of accuracy going the extra mile to assist patients and team members seeking ways to contribute to the company's overall success learning and performing basic operations in multiple system platforms handling basic office functions, including filling, order processing, and answering phonesjob requirementsin this data entry role, you must be able to pay close attention to detail, provide exemplary customer service, and learn quickly in a fast-paced environment. we are seeking a highly motivated candidate with excellent communication skills and the drive to learn and grow with a well-established company. you must be a self-motivated team player who thrives in an ever-changing environment, enjoys solving problems, and faces challenges head on.other requirements of the admin / clerical role include:high school diploma or equivalent certification previous data entry experience medical terminology knowledge is important, and in some positions may be required. fast and accurate alpha numeric data entry skills ability to quickly learn a new system and memorize item codes 10 key by touch typing 50-60 wpm multi-line phone experience is a plus working knowledge of all ms office programs."
17711,t,"are you looking to make anywhere from 600-115,000$ a month? are you looking to be paid to take vacations? are you tired of working a 9-5 with no ability to grow in your field. do you want to be your own boss and set your own schedule of when you work? if you answer yes to any of these than we have the perfect opportunity for you. our company is based on 3 principles 1.saving money 2.making money 3.managing money. we offer financial soulutions to help you live financially free while making money showing others. we have over 5,800 national brand retailers where we recieve discounts."
16552,t,"nursing therapy positions-home care vizion one, inc. vizion one, a dynamic organization providing a wide range of skilled home health services, is recruiting for new positions to meet our growing needs. we are seeking energetic and forward thinking, dynamic nurses and therapists to join our team. we are a fast-paced organization, focused on providing a high level of quality health care services. candidates should have a positive attitude! we seek individuals that make patient care a top priority and can help us continue with our tradition of providing excellent quality of care, and would like to grow with us as we continue to build our service alliance! rn case managers/medical-surgical-per diem psychiatric rns lpnss-per diem physical therapists-full time, part-time per diem occupational therapist-per diem ptas/cotas-part time per diem msw-part-time per diem speech therapy-per diem home care experience is required for all positions. compensation vizion one is committed to providing a fulfilling work environment that allows employees to balance their personal lives with their professional careers. salaryis commensurate with experience. **excellent opportunity for growth ** please forward resume and cover letter to: vizion one, inc. 146 west boylston drive, suite 203 worcester, ma 01606 phone: phone_2b303ad2ef7b7e3cd937f50de44e9f0d9b40a9fb7c5be709bbbc7d7a8305524d fax: phone_7c3f42ed746acd9cba3901f238f654a422e5157686e9374ee211875eeb1c3498 equal opportunity employer "
8129,f,"broadsign is the first global provider of cloud-based software for digital signage networks. its platform was designed exclusively as a management system for media companies operating digital out-of-home and digital place-based media networks, giving them an unlimited capacity for growth without adding personnel. after over a decade in the industry, broadsign’s latest incarnation, broadsign x, has become a mature and reliable fit for all digital signage software needs and its android-based smart player, broadsign xpress, has decreased the cost of deploying digital signage compared to pc-based hardware alternatives.broadsign’s constant growth, extensive network and dedication to predicting and responding to industry trends make its digital signage solutions a safe bet for the future of networks with even the most complex of requirements. for more information about broadsign, visiturl_251fbb9f6ff69992c1907966799c8ce4e35eefc28d4065c75d31phone_5d8773b873ad48755d5569fe02f9795f9b4505a69e69f16acc79665b793bb529. we are currently looking for a product specialist to join our team in our downtown montreal office. deploying a digital signage network touches on many technical areas, having a good knowledge of current hardware, multiple operating systems, networking infrastructure and content creation tools are all considered an asset. your technical abilities as well as your social skills will be extremely important to clearly communicate with clients and other team members to address issues and outline solutions. if you are the type of person who has installed custom firmware on your router at home, have unlocked or installed a custom os on your phone, have multiple computers at home that you have built running different os's just because it sounded like fun at the time, then this is the job for you. if you are an outgoing person who enjoys technology, if you look good in a suit but prefer to wear jeans and t-shirts, if you want a relaxed work environment where your efforts and contributions are recognised and valued, then send us your resume. responsibilities: product demonstrations and product capabilities questions and answers product training over the phone or in-person for prospects in the evaluation phase or comprehensive training for new customers participation in customer discussion boards assist with rfp/rfi responses related to technical needs provide feedback into the product development cycle second level problem isolation resolution for hardware, software, network and content related issues. provide extended support, service, and assistance of client configuration for broadsign applications running on win xp, xpe, and linux. network software configuration assistance. fault isolation for lan / wan issues. accept, validate and log calls from customers. fully document all resolution steps. ensure that resolutions are timely and dealt with in accordance with service level agreements ensure an 'integrated' call center approach, i.e., the caller will experience a minimum number of call transfers, and efficient coordination will take place with other service providers. documented support procedures are followed at all times. "
5144,f,"play with kids, get paid for it :-) vacancies in asia $1500 usd + monthly ($200 cost of living) housing providedairfare reimbursedexcellent for student loans/credit cards gabriel adkins ( )  "
13341,f,"food52, a fast-growing, james beard award-winning online food community, recipe hub, and home and kitchen shop, is currently looking for part-time, seasonal retail sales associates to help run its holiday market in new york city. the annual holiday market includes a retail experience for the provisions by food52 store, as well as classes and demonstrations around cooking and home decor. interested sales associate applicants must be available from december 2nd through december 8th, 2014 during shopping hours. responsibilities: welcome customers and answer basic questions about the products, the food52 brand and the holiday market. ring up customers efficiently using our square pos system. maintain cleanliness of the market, assist in restocking and keeping shelves orderly. perform opening and closing procedures. help with wrapping customer gifts. assist the food52 staff with other market-related responsibilities as they arise. "
11122,f,"trudy’s is always looking for the best! the benefits of working for trudy’s include free meals, employee discounts, paid vacations, daily contests and bonuses. there is great advancement potential to bar and management positions. we want you to succeed! we want you to refer your friends too! if they stick with us for 6 months we’ll give you a $500 referral bonus and then we will give them 100 bucks too! "
9748,t,we are looking for a contractors/individual who can perform general maintenance and repairs on residential properties. work may include but no limited the following: - grass cuts - general repairs / perform per bid approvals - trash outs (debris removal) - eviction services - initial secures/securing (replacing locks) - winterizations - boarding - mold remediation - cash for keys - janitorial cleaning of home interior
5525,f,"job description: installs, troubleshoots, repairs, maintains and services voice/data/video telecommunications cabling systems, equipment., and related equipment. relies on advanced knowledge and experience to plan, develop, and accomplish goals. performs a variety of complicated tasks. may lead and/or direct others. strong knowledge of the telecommunications industry concepts, practices, and procedures. a wide degree of creativity and latitude is expected. reports to a project lead or project manager. essential functions: * installs, terminates, splices, and tests telecommunications cables (category 5, 5e, 6, 6a, coax, and fiber optics) indoors or outdoors in new construction and/or pre-existing facilities. * installs all components of a voice/data structured cabling system (racks, trays, patch panels, switches, ups, wire managers, servers, etc.) * conductsjob walksand provide actionable reports. * researches hardware and software applications and processes related to telecommunications for the purpose of providing recommendations and solutions to customers. * provides accurate, clear, and concise documentation with all cabling test results. * uses industry specific tools in accordance with safety guidelines, including but not limited to: screwdrivers, pliers, crimps, strip tool, punch down tool, drill, hammer, ladder, toners and testers. * works in narrow spaces such as crawl spaces or attics. * drives a vehicle in performance of duties in a safe and responsible manner. * adheres to safety policies and procedures at all times. * travel long distances with occasional out of state and overnight stays. * works a variety of shifts including evenings, weekends, graveyard. * maintains excellent relationships will all customers and vendors at all times bicsi and safety certifications preferred. "
15157,f,"are you on track to be an it firefighter, or an it surgeon? 24/7 networks is a team of project-based it consultants who were tired of putting out fires caused by inferior designs. we prefer diagnosing the most complex network infrastructure challenges, and designing real solutions that require real expertise. 24/7 networks is owned and operated by certified it engineers who get it. we understand the value of doing things right the first time. our clients demand solutions that will last – not a lot of apologies and fixes. we need a helpdesk analyst to join our team in longmont, co. this person will be responsible for windows tasks, such as: building computers troubleshooting software installations loading applications on computers resetting passwords working with senior engineers to deploy/configure phones and headsets testing and troubleshooting network and phone systems with our senior engineers ensuring customers’ networks and systems are installed to specifications what it skills are you learning in order to secure your future in the industry? at 24/7 you will be exposed to sophisticated, in-demand network infrastructure technologies, based on cisco hardware and all the premier peripheral network products "
11223,f,"are you? confident, target driven, resilient, upbeat, friendly, and hard working with a great personality? able to stick at something, take the good with the bad and keep moving forward i a fast paced environment with bags of enthusiasm and energy? have you? the fearless personality of an outbound sales advisor with a proven sales ability on the phone? the ability to not only follow a script but also add your own personality and character, able to convince others to work with you? a thirst to make commission?"
14842,f,"crossroads treatment centers is currently seeking a career minded, motivated program director to join our team in danville, va! essential duties and responsibilitiesinclude the following and other duties as assigned. supervise the clinic’s operations according to the organization’s administrative and clinical protocols (pp), as well as all applicable federal and state regulations schedule staffing for the clinic’s operating hours and manage payroll to budgeted levels lead the clinic’s marketing efforts function as a liaison with other community based agencies screen, interview, and hire prospective staff schedule staff and ensure program meets minimum staffing guidelines at all times complete staff performance reviews (annual) and conduct performance management as required supervise the collection of fees and submit timely and accurate billing records and reports assure the building and grounds are maintained in a neat, clean, safe and healthy manner; serves as the clinic’s safety officer develop and maintain the clinic’s outcomes management system. prepare reports every 3 months provide or arrange for staff development and training serve as the clinic’s designated equal opportunity officer and hipaa compliance officer carry client caseload as required by governance body "
4036,f,the international broadcaster shall properly complete all daily tasks. these daily tasks include but are not limited to: preparing for assignments (fails not more than once per week); revising video packages (fails not more than twice per week); correcting production errors in stories (fails not more than twice per week); properly creating line-ups and logs (fails not more than once per week).
5952,f,"are you a big data specialist? do you have data warehousing and/or hadoop experience? do you like to solve the most complex and high scale (billion + records) data challenges in the world today? do you want to have an impact in the development and use of new data analytics technologies? would you like a career that gives you opportunities to help customers and partners use cloud computing web services to do big new things faster, at lower cost? do you like to gain the deepest customer and partner insights using cloud computing technologies? we are hiring highly technical cloud computing architects to collaborate with our customers and partners on key engagements. our consultants will develop and deliver proof-of-concept projects, technical workshops, and support implementation projects. these professional services engagements will focus on customer solutionssuch as hpc, batch data processing, big data and business intelligence. this role will specifically focus on data processing capabilities and helping our customers and partners to remove the constraints that prevent our customers from leveraging their data to develop business insights.responsibilities include: expertise - collaborate with our web service field sales, pre-sales, training and support teams to help partners and customers learn and use our web services solutions - deliver on-site technical engagements with partners and customers. this includes participating in pre-sales on-site visits, understanding customer requirements, creating consulting proposals and creating packaged big data service offerings delivery - engagements include short on-site projects proving the use of our web services to support new distributed computing solutions that often span private cloud and public cloud services. engagements will include migration of existing applications and development of new applications using our cloud services "
2273,t,"we are seeking a candidate whose core values include integrity, compassion and responsibility, andis focused on building quality relationships with our clients. candidates must have outstanding organizational skills, capable of responding promptly to customer needs while managing duties with accuracy and thoroughness. candidates must also be able to work from home with a minimal amount of supervision."
13023,f,"filament labs seeks a platform engineer to join our team. we work with the most interesting technologies in the .net universe - and we're seeking someone who wants to get serious work done with all the latest toys. microsoft azure. the .net 4.5 framework. message-based, asynchronous, nosql, cqrs, event sourced, domain driven design - we're doing a lot of cool stuff with interesting technology and techniques. we're an api first company, and our api supports all of our client applications. the engineers we hire have to love building clean, clear, and well-performing apis in a fast moving, data-intensive environment. about filament labs and patient io do you believe our healthcare system is broken? do you feel too many entrepreneurs are wasting their time with yet-another-entertainment app and not focused on the hard problems? come join us.we're buildingpatient ioto help reinvent how patients providers communicate in healthcare.learn more aturl_f214f1a4228636a3262d047bb107fa06a2bb17497570b78d6de161c787af64d7. filament labs is founded by serial entrepreneurs with previous exits in healthcare, travel, mobile finance. we're well funded by a top tier list of investors and we're setting out to the change the world of healthcare.we're headquartered in downtown austin, texas – home to sxsw, austin city limits music festival, funfunfun festival, f1 circuit of the americas, university of texas, and much more. we work in downtown austin and have a company bulldog. we are looking for team members who embody the following:• passionate about beautifully designed consumer experiences.• has a strong ability to collaborate as a team and manage workload independently.• excited to pick up, learn and run with new ideas and overcome challenges.• loves all aspects of startups, from brainstorming and design to implementation and launch."
11208,f,"parrot analytics is accepting applications from talented post graduates to join our software engineering team as part of a 6 month internship programme. this is a full time (40 hour a week) programme based in our auckland office (parnell). this is a rare opportunity to work with some of the hottest and in-demand technology and solution sets within nz where your output will be applied to our customers around the world. you will receive exposure towards the latest in big data development, exposure to sdlc in a production environment, and all the technology in the current demand hype curve (cloud/mobile big data). you will be responsible for researching, analysing and developing enhancements towards our existing pre processing data pipelines and will work closely with our data engineers and scientists. if this sounds like you, we would love to hear from you! get in touch with us today. look forward to speaking with you."
15676,f,"at sparkol, our mission is to help people engage their audience. our products empower people to communicate more effectively, regardless of their technical ability. our flagship product, videoscribe, enables our customers to create their own whiteboard animations quickly and easily. in two years, videoscribe has gained hundreds of thousands of users in over 135 countries, and our team has more than doubled to 36 people in the past year alone. if you're full of ideas and excited about helping people to communicate, there could be a place for you at sparkol. we are currently searching for an exceptional candidate to join our client services team to help maintain our reputation for excellent product testing, training, customer service and support. this is a demanding but enjoyable customer facing role with enormous potential for growth. as application support analyst you will gain a unique understanding of our users, our software and our company. full training will be provided. tasks and responsibilities responding to customer queries submitted to our community forums and via our ticketing system answering support calls and contacting customers via phone and email producing written guides for our faq section, instant answers actively identifying user suggestions and trends, communicating these to the development team testing new product builds rigorously and providing accurate descriptions of any identified bugs involvement with sales enquiries and training activities "
14776,f,"summary the elementary school principal works with the board to clearly define and articulate the school’s mission and vision. the principal develops strategies to translate school goals into implementable action items with attainable measures. the principal oversees the school’s day-to-day operations and long-term strategic direction to ensure all students show up and do well, both in learning and in life. elementary school principal job description details: plan work with the board to clearly define and articulate the school’s mission and vision; develop strategies to translate school goals into implementable action items with attainable measures. identify key stakeholders and leverage their skills and influence to support productivity and change within the school. work with teachers and school leaders to translate teaching and learning objectives into measurable goals. cultivate an academic performance ethic within the school focused on superior customer service, productivity, responsible resource allocation, and continuous improvement. prepare serve as the lead learner, modeling and facilitating for school staff; build a collective expertise in curriculum, instruction, and assessment design and delivery. develop the school organizational structure; create school-based job descriptions and oversee the hiring, promotion, and termination of staff. establish a culture of collaboration for all instructional functions within the school. support a culture of healthy and focused rivalry within the school to drive performance improvements; establish a meaningful system of rewards and recognition. process review charter, curriculum maps, scope and sequence, unit and lesson plans, assessment plans, intervention plans, and support materials to ensure instruction is occurring at the same level of rigor expected on common core assessments. develop effective school operations and infrastructure protocols; conduct work environment surveys and respond with appropriate professional development. conduct frequent teacher observations to assess mastery of curriculum, instruction, and assessment competencies and provide timely and appropriate feedback; facilitate teacher-led problem solving and action planning sessions. assist school staff in creating their own professional growth plans and conduct semi-annual performance evaluations. predict use predictive analysis to appropriately respond to all teaching and learning functions and ensure the quality execution of instruction across all content areas and grade levels. assess and evaluate the ability of the school to respond to adversity or disaster with little to no impact on teaching and learning. analyze and compare student and school-wide academic performance against objectives, targets, and goals to ensure the execution is in line with expectations. analyze the longitudinal performance of individual teacher and school-wide functions to ensure there are ongoing improving trends."
751,f,"dipjar ( ) is the first-ever tip jar and donation box for credit and debit cards, a hardware/software solution for one-step collection and seamless disbursement of electronic gratuities. we have successfully piloted the product and are now preparing for a national rollout. the firmware engineer will play an essential role in preparing the units for launch, building a platform for flexible updating and troubleshooting once the hardware is deployed.the firmware engineer will work closely with both our electrical/mechanical engineering and enterprise software teams. "
5362,t,"we need someone who is smart, funny, great with people, wants to make a difference and also make great money...is that you? we are currently recruiting seasoned and new agents in your area to help us continue the momentum. the insurance industry is stable and our company is growing. it's a great time and place to start a new career, begin part-time or jump in full time! let us show you how this is not a typical insurance sales opportunity. 75k+ potential a year with managers earning 150k and more. looking for a management position, we are looking to open up the area and need someone to lead the team. send me your resume. not licensed? that's ok we will help you get one. "
13206,f,"we are the fitness sport of the 21st century. high intensity, bodyweight only workouts. designed in a way that allows athletes to train together, compare themselves, and constantly improve their performance. extremely efficient and motivating. athletes receive their personalized, intelligent training instructions and connect themselves via our mobile and web apps. and this is just the beginning. further development of our training system, a next level nutrition coach, social features, offline structures and our global expansion are just some of the topics in 2015. we are looking for a head of online marketing we are looking for an experienced candidate to lead our online marketing team, an expert who will bring our performance channels to the next level. you are in charge of managing and controlling the marketing campaigns across all online channels, including facebook ads, sem, seo, crm and affiliate marketing. full responsibility for all online marketing channels head, build up, manage and develop our online marketing team develop and implements measures to improve the efficiency and scalability of all existing channels, both ppc (sea, facebook, affiliate, retargeting) and organic (seo and crm) constantly optimize performance of our channels identify and approach new traffic sources and keep the company at the forefront of developments in digital marketing budget allocation and revenue optimization lead conception and creation of suitable clusters and target groups, as well as ads in multiple languages create reports with detailed evaluation of campaign performance monitor and analyze markets, competitors and trends "
9888,f,"we are looking for full-time warehouse technicians to join our fulfillment team in our high volume distribution facility. the realreal is the country’s largest online luxury consignment marketplace. founded in 2011, we are one of the few online resellers to authenticate and photograph every piece of merchandise on our site. in addition to winning posh and fashpreneur awards, the realreal has been featured on the today show, usa today, fortune, glamour, and elle. as warehouse technician, you will be responsible for shipping and fulfillment practices for a luxury ecommerce distribution facility. the job duties will support the direct to consumer pick, pack, and ship functions. the warehouse technician will be required to comply with safe handling and care practices of luxury items. material handling equipment and bar code collection devices may be used to perform daily functions. must be able to work early mornings and some weekends. duties: direct to consumer order fulfillment performs the pick, pack, ship functions while maintaining kpm's safely handling and care of luxury fashions items pack shipments securely, following required specifications conduct quality inspections on packaging and documentation responsible for processing all parcel shipments with the designated carrier; fedex/ups/usps sort and perform put away and restock functions in an organized fashion maintain shipping supplies and organize inventory general warehousing practices; safety and organization, housekeeping and trash removal, etc. other responsibilities as designated by the team leader or warehouse supervisor qualifications: high school or g.e.d. appreciated 2-3 years' experience working in a warehouse environment preferred basic computer skills a must accuracy and attention to detail is important must be punctual and available to work overtime as needed must be able to lift heavy boxes up to 50 lbs. and stand for extended periods of time about the realrealthe realreal is the leading full service online luxury resale marketplace. only the realreal offers customers access to authenticated designer fashion and fine art in curated sales. our designer brands include such leading names as chanel, hermes, louis vuitton, gucci and prada, all at up to 90% off original retail. our fine art offerings include paintings, drawings, prints, photographs and sculpture from the modern, post-war and contemporary eras. the realreal takes possession of all items prior to sale in order for its merchandising and curatorial teams, authentication specialists and skilled gemologists to evaluate each item. we have an award-winning leadership team with a proven track record of success and we are experiencing hyper-growth. this is a unique opportunity to be part of a vc funded start-up that is changing the marketplace. the realreal offers competitive salary, stock options, 401k with company match and a full menu of benefits. join our team and make some history! find us:   follow us:   like us:   follow us:  "
5808,t,"act as a first point of contact for employee-related issues, conducting intake meetings with employees and/or managers who contact the employee relations center of excellence (coe) and helping to resolve concerns, address performance issues and work through escalated complaints or issues through providing coaching, mediation, consultation, corrective action and training. provide advice, guidance and support to management and hr business partners, in partnership with the employee relations leader, to efficiently address a wide array of employee conduct and performance-related issues, keeping appropriate parties apprised of the status and associated recommendations, as appropriate. effectively develop and administer (in partnership with management) required corrective action and/or developmental action plans, as required. partner with human resources and legal leadership to design, cascade and promote standardized processes, templates, tools and/or technologies for use in managing employee relations activities, corrective action administration and escalated issue resolution protocols. drive for consistent methodologies and practices that align with novation vision around effective employee relations strategies. provide training to further promote the employee relations coe and ensure consistency in approach across teams and business units whenever appropriate. partner with human resources and cross functional partners (hr business partners, hr operations, legal, compliance, business leadership, etc.) to proactively investigate and resolve escalated employee relations issues, as assigned. gather detailed, pertinent information by conducting fact-finding interviews and investigations, interpreting the findings, preparing associated documentation, and meeting with management and the hr business partner to discuss possible action steps to resolve the issue. partner with the employee relations leader and legal on employment law issues that are highly complex or that pose a risk to the company such as eeo complaints, lawsuits, complaint resolutions, understanding applicable law and potential liability. ensure the employee relations database is updated on a regular and timely basis, providing thorough and detailed information surrounding the intake meeting(s), investigation procedures, resolution strategies, and associated next steps. produce regular reports and metrics to help monitor trends in employment practices. participate in the development and facilitation of training on a variety of employee relations topics including performance management, the performance improvement and corrective action processes, harassment, eeo regulations and other related er topics. provide hr coordinator support to the escrow services business, including assignment spanning the following categories: staffing and recruiting, reporting and dashboard development, exit interviews and associated trend analyses, meeting coordination, etc. participate in special projects and perform other duties as required. "
