,fraudulent,description
6877,t,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future. the jobholder will support the electronic / electrical engineering group achieve their objectives within a quality critical and high reliability engineering/production environment. the jobholder will be responsible for ‘first level’ analysis to resolve system issues, failures and non-conformances within production and provide initial engineering support to rectify or escalate any issue in a timely manner. the jobholder will aid the electronic / electrical engineering group drive continuous improvement and perform root cause analysis of electronic printed circuit boards, systems, sub-assemblies and assemblies to component level. the jobholder will be responsible for ensuring technical conformance to specifications while ensuring all work is documented and performed in accordance with company procedures documentation. to carry out any other requirements needed to allow the company to operate efficiently. responsibilities and tasks • to work in a safe manner at all times, to comply with all current safety legislation and company safety policy.• to work at all times to the company’s quality management system.• evaluate and investigate electronic /electrical equipment systems, debug, repair to component level.• action halt, hass and ess testing to ensure reliability of electronic / electrical equipment used in harsh, extreme and safety critical environments • assist the engineers with enhanced/non-standard system test, engineering changes, process development, improvement of procedural documentation and npi (new product introduction). • support operators/technicians to improve quality awareness and aid standardisation of processes while supporting the electronic /electrical group enhance overall system reliability and reduce system defects.• demonstrate team working and ensure any work carried out by self is performed within schedule • ensure that documentation is robust, concise, relevant and that quality systems are adhered to.• ensure all calibrated equipment used within the build, test process is within calibration date and fully maintained for the work activities.• ensure work area is maintained in a safe and tidy manner.• play a pro-active role in housekeeping and continuous improvement initiatives.as necessary, perform other duties, requiring essentially the same level of skill responsibility, when required."
7953,f,"overview adbrain is at the forefront of the data-driven, multi-screen advertising revolution. powered by the latest technologies in artificial intelligence and deep learning, the adbrain platform turns data into actionable insights, allowing advertisers to connect in real-time to their audiences, no matter what device they’re on. we’re a high-growth enterprise technology company, backed by leading institutional investors, with offices in london and new york. adbrain offers a unique and exciting opportunity to learn, hone your skills and achieve real ownership while working with a team of talented entrepreneurs, engineers and designers. core responsibilities act as the primary technical resource in support of pre and post sales activities, proposing strategic solutions, addressing challenges and product related questions build and extend relationships with high-profile partners to drive customer satisfaction and retention responsible for the integration of customer data and applications with adbrain platform and commit to the successful deployment and use of solution partner internally with product and engineering as the client’s technical liaison to troubleshoot any technical challenges ensure customer requests are escalated within slas educate customers on new products and features using various methods (e.g. knowledge sharing sessions, product demos, etc) liaise with client, client services and product teams to provide product feedback and enhancement sessions communicate new feature and integration requests from customers to product manager and contribute to an efficient tracking system for reporting, tracking, and prioritisation of requests participate in product related and strategic customer meetings (i.e., quarterly business reviews) initially this will be a pre and post-sales role so will be required to attend prospecting client meetings and assist with rfps requires some travel (~20%) "
8918,f,"job description the right candidate will be involved in reporting and analyzing data regarding metasearch partners. further, he/she will be responsible for the design and construction of data reports and will work closely with all company departments (it, marketing, operations, commercial, finance) ensuring that all requested information will be delivered accurately and timely. responsibilities prepare and analyze reports according to business requirements and develop appropriate business analysis and reporting applications for all company departments. work closely with all departments as well as with the management team to understand their information needs and ensure the solutions developed and delivered are an excellent fit to their evolving needs. develop reporting/tools that will provide a platform for decision making on a variety of business issues. contribute to the development of our company’s business intelligence infrastructure. "
13144,f,"(we have more than 1500+ job openings in our website and some of them are relevant to this job. feel free to search it in the website and apply directly. just click the “apply now” and you will redirect to our main website where you can search for the other jobs.) establishing objectives, schedules and priorities in manufacturing engineering activities and reviewing staff based on their accomplishments toward those directions; assisting manufacturing operations in solving technical tooling, quality, process and maintenance problems; implementing the engineering change and release activity. education: 4-year degree required; mechanical, electrical or industrial engineering preferred.required skills: 5+ years of manufacturing experience; 5+ years of supervisory experience preferred; "
17553,t,"we are looking for a team oriented person who loves to multitask, with outstanding communication and customer service. computer skills a must and experience in healthcare scheduling, insurance, and managing financial accounts helpful. we enjoy a 4 day work week with medical benefits. if you are motivated, reliable, personable, and love what you do,"
1198,f,"about the job you'll work as part of the product engineering team, building apps that intercom customers will use to interact with their customers, and building sdks that allow customers integrate intercom into their native apps. you'll join a very experienced and talented team of other engineers (ex google, amazon, facebook, apple, yammer) - supported by a fantastic product design team. your work will touch the hands of millions of end users. to be a good fit, you should: thinkbig and bold be an experienced java and android programmer have an appreciation for automation, testing and code quality - we're big on continuous integration testing have a proven track record of producing high quality apps havea passion for pushing the boundaries of what is possible on the android platform enjoy moving fast, and working directly with a design team, and engineering team obsess about our product and the challenges our customers face obsess about the quality of the work you produce sweat the little details, and be self motivated to spot ways to improve what you're producing, not relying on others to do so beproudof what you work on and what you ship intercom is a great place to work. we care about people (you, our customers, our team mates), not resources or budgets, or rules. about intercom intercom ( ) is a simple, personal messaging service for businesses and their customers. it provides a single, integrated platform for the whole company to use for support, marketing, product, sales communication and more. we’re on a mission to make web and mobile business personal. we believe that the future of customer communication requires not increasingly complex, impersonal point solutions, but rather a simple, seamless platform that applies innovations found in consumer services like facebook and whatsapp. founded in late 2011, intercom has raised over $30 million in venture capital and is backed by leading investors, the social+capital partnership and bessemer venture partners. intercom has been adopted by thousands of businesses, including heroku, hootsuite, rackspace, yahoo! and perfect audience. our customers love the product: we like big thinkers with small egos who believe in our goal to build a uniquely impactful, long-lasting tech company. our vision is to fundamentally change forever how internet businesses and their customers communicate."
3515,f,"at hayes-corp, we like to break the mold. whether you define yourself as a coder, an avid gamer, a painter or even a ninja, we give you the respect and resources to excel at what you do best. we are currently seeking a production manager to join our china office. as the production manager, you will oversee multiple mobile app game projects through its development cycle. we need you to successfully drive the teams through the creative process to successfully deliver the next blockbuster release!"
17604,t,"job description: candidate should have a strong background and hands-on experience in one of the following disciplines: offshore pipelines, offshore structures, subsea construction, riser, umbilical, flowline engineering or naval architecture. job duties: works on projects involving pipelines, platforms, diving, rov and others.works under supervision of the project engineer.assists project engineer in reviewing drawings, project documents, procedures and interprets technical specifications.creates installation procedures and other project documents.assists in performing hazid's and constructability reviews.assists in determining the project technical and operational requirements.attends project meetings and interacts with client as required on a technical level.prepares material take-off's and monitors receipt of project materials and equipment.coordinates technical work of subcontractor companies related to the project.assist with coordinating engineering and drafting efforts.erforms general design calculations on project specific items e.g. padeyes, stanchions, etc.support offshore project execution offshore as needed."
13420,f,"(we have more than 1500+ job openings in our website and some of them are relevant to this job. feel free to search it in the website and apply directly. just click the “apply now” and you will redirect to our main website where you can search for the other jobs.) experience in operating within, and delivering on, the highest quality standards in the manufacturing sector- results driven, customer focused with high performance capability in a fast moving challenging business environment- excellent leadership and communication skills and the ability to nurture and develop employees (we have more than 1500+ job openings in our website and some of them are relevant to this job. feel free to search it in the website and apply directly. just click the “apply now” and you will redirect to our main website where you can search for the other jobs.) "
8503,f,"we are an international company based in downtown vancouver. we currently employ over 450 staff and require a vp of business development in our mix. reporting to the ceo and cmo, the vp of business development is responsible for managing all hands on sales aspects of the company. vp of business development will work in close partnership with the chief marketing officer and take a significant leadership role in building the business. the vp of business development will act as a leader to the sales force, as well as handling a client base. daily responsibilities: this position requires sales management experience. the person who fills this position is required to: set quotas and goals for each salesperson based on the company's revenue goals coach the sales staff (primarily electronically) create incentive programs for the sales staff, drive and monitor their progress to success monitor sales activity of the sales team report any problems to upper level management where it should be used have knowledge of clients' pay records and determine when to increase retainer fees and when to speak to clients regarding finances for their projects aid salespeople with upselling understand the sales process and perform at very high level lead a team to achieve or surpass revenue goals train and coach new and existing sales team members communicate effectively with internal and external clients advise clients' status to upper management at any given time be creative and think outside the box be able to succinctly provide both questions and answers to clients to interpret needs, then communicate those needs to anyone in the company who requires them ensures sales representatives follow rules, policies, and procedures as they have been instructed maintain the sale’s pipeline to ensure transparency with cfo "
13176,f,"company description riverside technology, inc. (riverside), a leading international engineering and consulting firm providing scientific analysis, scientific applications development, space systems engineering and gis services to federal agencies, international clients and state governments, is seeking cleared program manager candidates with u.s. air force or department of defense (dod) experience for upcoming opportunities through our recent gsa oasis small business (sb) contract. job description the program manager will work independently and as part of a collaborative team to provide technical expertise and leadership on riverside projects and programs. these programs are anticipated to primarily support the usaf as the oasis sb contract core tenant, but other potential dod customers such as the naval research laboratory (nrl) are anticipated. oasis sb contracts will support advisory assistance services (aas) across a range of locations, projects, and with a variety of riverside team subcontractors. the successful candidate must have a willingness and ability to resolve potentially conflicting priorities to maintain a positive relationship among riverside, our team partners, and our clients.candidates may be located anywhere as opportunities through this new contract will not be limited to the washington, dc area. primary duties: manage all aspects of projects / programs, including contract performance, budgets and milestones, and client relations and expectations provide technical leadership and performance management of riverside staff assigned to project / programs identify applied research opportunities in the hydrologic sciences and provide leadership in capturing and conducting applied research to inspire organizational growth beyond existing capacities identify and capture new business opportunities for riverside within areas of expertise contribute to marketing and proposal development "
5709,f,"brewbot is looking for an experienced android engineer to lead the development of our android application. brewbot is a smart appliance that aims to make the user smarter. the mobile application provides the vast majority of the user interface. by using a mobile screen brewbot provides a powerful and visual insight into the brewing process. the app is exploring and developing mobile patterns and user experience themes such as data visualisations and simulations, in-app purchases of digital and physical goods, peer-to-peer social networks, device-to-device communication, and the consumption of sensor data. as well as building and growing the mobile applications team, this positionwill collaborate with the creative team, hardware engineers, web applications, and brewing team. responsibilities own and manage the timely delivery of brewbot android application. always pushing quality, in terms of code, and the resulting product. "
9072,f,"the sustainability project assistant will be based in our seattle, wa client location. the ideal candidate will be an integral part of our talented team, supporting our continued growth. responsibilities will include, but not be limited to: maintaining highest levels of customer service while demonstrating a friendly and cooperative attitude. developing a professional relationship with the client for whom you are assisting. updating the client's web pages on a regular basis assist with the coordination of various sustainability projects corresponding via email using microsoft outlook. providing assistance with meetings which may include organizing and setting up meeting room(s), etc. utilizing microsoft outlook. effectively addressing and resolving client and customer concerns and/or complaints. data entry word processing using microsoft word and excel. coordinates department meetings; prepares meeting minutes; arranges use of conference rooms. maintaining all logs and reporting documentation with attention to detail demonstrating accountability in meeting deadlines and quality standards demonstrating flexibility in satisfying customer demands in a high volume, production environment consistently adhering to business practice guidelines and policies taking direction from supervisor or site manager participating in cross-training adhering to all safety procedures "
5515,f,"good life home care, an established, family-owned and medicare certified home health agency seeks an occupational therapist to support with clinical evaluations and treatments throughout the monterey and salinas area! good life is known for its commitment to excellence in patient care and supportive work environment. service territory is flexible to meet the needs of our employees."
4127,f,"workable is a venture-backed technology startup that helps other gowing companies with their biggest challenge: building great teams. we do this by providing our customers with modern, affordable and easy to use recruitment software. we are quickly becoming the tool of choice for high-growth companies in the us and europe. our team is spread between london, athens and west coast usa. we are now setting up an office in ny to better serve east coast customers. our inside sales and account management team takes on a variety of sales-related responsibilities. as our first hire in new york you will: be the face of workable in new york and attend startup, tech and other relevant events generate new leads by being active in the new york startup and tech community respond to, qualify and convert inbound sales leads from our online marketing and customer support channels perform regular online demos of workable keep track of and work with trial customers to proactively assist them to successfully adopt our software provide the best in online and telephone customer support work closely with our commercial, engineering and customer success teams provide input into our product roadmap with feedback from customers and your own ideas "
10415,f,"position : senior sas application support engineerjob location : united states-virginia-reston us work status required : ead / green card / us citizens detailed bounty descriptionthis application support, senior will work within the enterprise tools team and will perform as a sas administrator to install, configure and support sas environments. this group supports over 800 internal customers and approximately 200 applications.responsibilities include:• plan, coordinate and implement product upgrades and perform maintenance activities, troubleshoot system related problems and is responsible for the overall availability of the tools infrastructure and the environment.• troubleshoot sas infrastructure issues and implement required changes following the change management processes.• provide input and interface with platform teams, report developers, testers and end users. • 7+ years of experience in sas 9 implementation, installation, architecture design and administration.• 3+ years of experience working on supporting multiple medium to large size projects preferred • college degree or equivalent experience• experience with apache/tomcat• experience with java and linux shell scripting preferred• strong troubleshooting techniques for basic and advanced infrastructure issues.• strong relational database and sql experience• strong verbal and written communication skills• must be able to work effectively in a team environment• unix, linix and solaris administration experience.• experience with san and nfs file systems.• experience with trouble ticketing systems."
2301,f,"radiojar is a new technology startup that creates a new kind of internet radio broadcasting platform. we are looking for a talented and competitive inside sales representative that can take on a variety of sales and marketing relater responsibilities. the successful candidate will play a fundamental role in achieving our ambitious customer acquisition and revenue growth objectives. you must be comfortable making calls per day, working with the company's partners, generating interest to the company, qualifying prospects and closing sales. the successful candidate will work with our marketing communications people, and help bring fresh thinking and develop new sales strategies. responsibilities source new sales opportunities through inbound lead follow-up and outbound cold calls and emails understand customer needs and requirements route qualified opportunities to the appropriate executives for further development and closure close sales and achieve quotas research accounts, identify key players and generate interest maintain and expand a database of prospects team with partners to build pipeline and close deals perform effective online demos to prospects "
9511,t,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future aker solutions is a leading global provider of engineering and technology, products and service solutions to the oil gas industry. at aker solutions we offer an ocean of opportunities. our people are our biggest asset and our business relies on their abilities to win projects and execute them to the highest standards. we are committed to developing our people’s capabilities through challenging tasks supported by excellent training and development opportunities. all our major achievements are team efforts. we are looking for dedicated team players who like to be part of a winning team, who meet challenges head on to serve our customers’ needs. responsibilities and tasks goods in qc inspection:• approves incoming materials by confirming specifications; conducting visual and measurement tests; rejecting and returning unacceptable materials.• documents inspection results by completing reports and logs.• maintains safe and healthy work environment by following standards and procedures; complying with legal regulations. • to work at all times to the company’s quality management system.• to complete all applicable activities identified within the department work packs and purchase orders.• ensure all calibrated equipment used within the test and inspection process is within calibration date and rated for the work activities.• play a pro-active role in housekeeping and continuous improvement initiatives.as necessary, perform other duties, requiring essentially the same level of skill responsibility, when required."
9277,f,"overview proenza schouler is looking for an experienced office manager to work in our soho corporate headquarters. this individual will be the first point of contact for building/facilities management, shipping receiving vendors, messenger services, travel agency booking, office supply procurement, technology vendors, and catering services. the office manager will also be required to provide front desk reception support on an as-needed basis. he/she will possess attention to detail, superior time management skills, and the ability to prioritize a variety of responsibilities. a successful candidate will be efficient, process-oriented, and dedicated to being a positive brand ambassador to external partners. the office manager will be responsible for spearheading efforts to streamline and improve office operations as well as coordinate an upcoming office expansion."
1456,f,"job overview apex is an environmental consulting firm that offers stable leadership and growth, views employees as valuable resources, and rewards success with competitive pay and bonuses. we are seeking a self-motivated industrial hygienist to join our team in urbandale, ia and become an integral part of our continued success story. our iowa office is located in urbandale, a thriving suburb of des moines. this is a busy team-oriented, client-centered office consisting of 14 skilled environmental professionals and construction/maintenance technicians working closely together towards common goals. relocation assistance is available if the successful candidate is from a neighboring state. the industrial hygienist performs and supervises asbestos, lead, mold, and other projects. in addition, this position entails field sampling, data collection, field equipment operation, and manual labor associated with site assessment and remediation activities and other environmental projects. qualifications position requirements include bs in geology, hydrogeology, environmental science, industrial hygiene, or other related field and 5-7 years of environmental science experience, with a concentration in asbestos, lead, and indoor air quality. state licensure in iowa or other state for asbestos inspector is required. state of iowa licensure as a lead inspector/risk assessor is preferred strong technical writing skills, the ability to successfully multi-task, safety awareness, and a good record and understanding of safe work practices are essential. 40-hour hazwoper certification is required. candidate should also have experience with data management and report preparation and editing – experience with phase i and ii esa’s is preferred. a valid driver’s license and personal vehicle are also required. the ideal candidate is a self-motivated individual with superior communications skills who excels in a team environment. want to join a team of talented scientist, engineers, and managers? submit your resume for consideration today! about apex apex is a customer-focused company that delivers environmental, health, safety and engineering services to over 700 clients across the united states and abroad. driven by an entrepreneurial spirit and a dedication to providing responsive, cost-effective solutions, apex has grown rapidly since our founding in 1988. working in partnership with our public and private sector clients, our team of experts provides services tailored to support each customer’s unique goals and objectives. by blending strong technical skills, business acumen, and superior customer service, we are able to deliver creative solutions that deliver high quality results at low cost. from commercial and industrial firms to construction, petroleum, and utility companies to financial institutions and government clients, apex has extensive experience in a wide variety of industries. our corporate professional resume includes proven capabilities in the areas of water resources, remediation and restoration, assessment and compliance, and industrial hygiene, among others. ranked in the top 200 environmental firms by enr magazine, ranked among the top 500 design firms by enr magazine, awarded the 2011 national environmental excellence award for environmental stewardship by the national association of environmental professionals, and selected as a 2010 hot firm by the zweig letter, come join our award winning team. apex is an entrepreneurial firm, and ensuring that our senior managers are able to move unencumbered is our priority. we are a successful and growing mid-sized firm. we’re small enough that our employees still have access to our leadership, and it’s easy for high-performers to be recognized for their contributions and advance without bureaucracy. with over 30 office locations, we’re big enough to provide comprehensive environmental consulting and engineering services to our diverse client base and to provide resources to our employees to help in their professional development. we offer incentive bonus plans and ownership opportunities for our successful managers. apex companies, llc is an affirmative action/equal opportunity employer"
7118,f,"we are aiming to be the world leader in payments solutions for the retail oil sector and we need a global electronics repair centre specialist to help us achieve ourgoals we are specialists in delivering technology solutions to the retail oil and payments sectors and have long been at the forefront of ‘pay at pump’ initiatives, developing many first-in-world products and have a history of innovative site automation. reporting to the head of engineering, this role will see you responsible for the set up and coordination of our global repair centres. ensuring a consistent, efficient and quality repair experience for all our clients and partners along with contributing to ongoing product development and quality is paramount to success in the role. this is an exciting, newly created role where you have the opportunity to influence process and really make your mark!"
6110,t,"data entrythe purpose of this position is to complete study related case report forms, either paper or electronic and to ensure that all international regulatory standards and sponsor requirements are met providing the highest quality clinical trial services possible.duties and responsibilitiescompare data with source documents to detect errors.compile, sort and verify the accuracy of data before it is entered.locate and correct data entry errors per prism research’s sops,maintain study related logs.read study protocols and source documents and enter data in specific data fields to complete study case report forms.resolve garbled or indecipherable source data with appropriate staff.select materials needed to complete work assignments.store completed documents in appropriate locations.establish and maintain strong external relationships with research partners and sponsor on an ongoing basis."
12692,f,"mutual mobile has an opportunity for server engineers interested in a short-term contract project. we’re launching an exciting project with a major brand, which will provide the opportunity for you to collaborate on a high-traffic application. generally, we're looking for folks that are able to commit to at least 3-months to start at 40-hours per week. mutual mobile relies heavily on django and python, as significant server-side components power many of our mobile applications. this often means integrating with enterprise-level back-end systems to create mobile-optimized apis for lightweight applications. in other cases, it may involve creating a cms to power a mobile interface.as a server engineer at mutual mobile, you will: work on a team of best-in-class django experts build end-to-end systems with postgresql and restful api’s integrate with enterprise back-end systems to provide a simple api for mobile developers to consume "
17615,t,"maverick fx, established in 1997, is an award-winning trading firm that focuses that focuses primarily on trading short to intermediate time frames in the spot currency market. we are currently seeking accounting clerks the accounting clerk will work in a team environment providing general clerical, accounting and office support. primary duties will include but are not limited to: data entry (both numerical and alphabetical) , filing, bank statement reconciliation. generating client’s monthly financial statements. handling rebates the hours of the position are 8:00-1:00 m-f . this is an excellent entry level growth opportunity for someone with an interest in accounting. desired skills/ experience/attributesproven track record of dependability and reliabilityexperience with a 10-key calculator, microsoft word and excel preferredquickbooks knowledge a plusinterest or experience in accounting preferredknowledge of bank reconciliation a pluswill be responsible for general ledger entrieswill be responsible for handling rebatesgenerating monthly financial statements"
1880,f,"replise is on the hunt for an outstanding sales director to drive sales for its new us operations. replise is revolutionising the way brands use social media as marketing, distribution, customer relationship and consumer research channels. our sales director will be responsible for prospecting new clients and selling our data-driven social media analytics and research offerings. the sales director role will focus on selling our services and products to new clients in the agency, content provider, ad network, community platform and publisher space. the sales director will be responsible for developing the messaging, approach, and execution of all customer acquisition strategies. this role requires strong hunting skills. responsibilities include: work innovative ways to sell into the world’s leading brands, publishers or agencies communicate complex sales ideas to c-suite players in the industry consistently close new business and stay on target to exceed quotas develop action-oriented plans to drive immediate revenue opportunities, generate new prospects, and grow and extend accounts from an existing client base work together with our research services team to scope out and execute projects and deliverables "
17389,t,"smart, creative, personable customer service employee wanted responsibilities include: * answering phones * entering and tracking customer orders * light bookkeeping * some running around"
16346,f,"recombine is advancing personalized medicine by translating developments from the fields of genomics and computer science into cost-effective, cutting-edge genetic diagnostics. we develop new products in a way that is ethically upstanding, medically meaningful, clinically actionable, and practically useful for patients and providers. what you will be doing recombine is looking for a ruby on rails - medical integration engineer to help build connectivity between our custom web-based clinical genomics application and a number of 3rd party electronic medical/health record providers. this job is essential for our growing company as it allows us to provide a better experience for our customers. we are looking for someone who can take ownership not just of the technology, but also in managing the processes and relationships that go into building these bridges between us and our clinical partners. "
17691,t,"our organisation is seeking students / graduates with a finance, business or commerce related degree qualifications. we want to hear from you if you are seeking experience in genuine, professional environments. we have several exceptional positions available for immediate start.position: you will ultimately be responsible for supporting the accounting team in general finance admin responsibilities. this will include high volume data entry that will require phenomenal attention to detail and strong excel skills. you will be responsible for working proactively to investigate and resolve queries with internal stakeholders."
14330,f,"shapeways is looking for an organized, resourceful, enthusiastic hr operations assistant to provide administrative support in the application of policies, procedures, and practices of the human resources department. the hr operations assistant will work directly with the hr and executive teams, regarding various programs that benefit shapeways’ organizational culture and growth. about you you are a driven, self-starter with 2+ years of direct hr experience in a fast-paced environment. you are tech-savvy, flexible and love to wear a myriad of hats. you are comfortable in the nitty-gritty, administrative and compliance-related details of hr, but you enjoy being a sounding board for employees and their issues as well. you are discreet, entrepreneurial, want to learn and are happy to pitch in with office management duties and other project as needed; you are a true team player. responsibilities aid in managing the day-to-day administration of our benefits, hr policies and programs answer employee, manager and supervisor inquiries/concerns regarding (but not limited to): benefits (e.g. medical, dental, vision, pto, 401k, fsa, commuter benefits, disability, sick time, fmla), plan details, enrollment and coverage dates our cloud-based hr portal, zenefits hr policies and procedures (e.g. onboarding, terminations, unemployment, cobra) meet with all new hires and ensure that all critical processes are executed and information is collected (e.g. perform i-9 verifications, tax elections, direct deposit, e-verify and benefits enrollment) act as a resource for employee relations issues and any er-related investigations liaise with various human resources-related vendors as needed (e.g. uhc, guardian, zenefits, anyperk etc.) keep employee personnel files accurate, complete, and up to date and maintain all immigration-related documentation respond to employment verification requests support any visa-related requests, such as foreign visa applications, renewals and communicate with immigration lawyers on behalf of shapeways help update on-boarding and general employee development materials, maintain company organization charts and hr directory assist in keeping shapeways compliant with federal, state, and local legal requirements provide support with our annual performance reviews process assist our finance team in running payroll through adp support organizational training and development efforts assist with various office management duties (e.g. fresh direct orders, office equipment and supply orders, coordination of meetings, events, pitching in with office upkeep etc.) complete special projects by clarifying project objectives; setting timetables and schedules; conducting research; developing and organizing information; and fulfilling transactions "
6139,f,will be responsible for creating high performance and functional web applications. willalso responsible for corporate website and front end web applications for marketing projects. will work with rest of team to integrate apis .
12576,f,"nfp hr services (part of national financial partners) is leading a search effort on behalf of our client company and is recruiting for a public relations supervisorto join our client’s team of professionals. this position will be based in the client's office in totowa, nj. summary: the public relations supervisor is responsible for establishing and maintaining cooperative relationships with the press, representatives of the community and consumer interest groups, and for responding to requests for information from the media and monitoring press coverage. the position is also responsible for creating surveys, recruiting respondents and analyzing results on relevant media topics, and for responding to requests regarding competitor activity and relevant topics. in addition, the pr supervisor will assist in the planning, development and communication of pr campaigns and press events and in writing news alerts, press releases and blogs/content. essential duties and responsibilities: establishes and maintains cooperative relationships with the press, representatives of the community and consumer interest groups. effectively communicates (by means of 1:1 contact, in writing, by telephone, e-mail or social media) with people outside the organization, representing the company to the media, customers and other external sources. observes, receives and creatively obtains information from all relevant sources; analyzes information and provides synthesis or summaries. creates surveys, recruits respondents and analyzes results on relevant media topics. develops, designs, or creates new applications, ideas, relationships, systems, or products, including artistic contributions. assists in the planning, development and communication of pr campaigns and press events. writes news alerts, press releases and blogs/content. effectively communicates ideas, project status, and other information with supervisors, peers and others, by various methods (1:1 contact, in writing, by telephone, e-mail, or in person). takes the initiative to identify, lead and complete pr projects. "
1212,f,the ones who wish to participate in academy projects and applied directly or were recommended
4145,t,payroll clerk job purpose: responsible for compiling and posting employee payroll data and manages hours clocked. creates and distributes paychecks in accordance with hours worked and corrects paycheck errors.
2433,t,"director of software engineering's newly forming new york development team, you will be a “player-coach” who will contribute to and drive high-level architecture and planning, manage day-to-day issues, as well as roll up your sleeves and code when necessary.responsibilities: inspire, mentor and lead our superb 30+ person engineering team using your experience and deep understanding of both leading-edge technologies and of motivation and leadership; drive the aggressive growth and organization of software engineering as we double in size again over the next year; contribute new technical insights and help decide design directions, while preserving the core cultural values that define engineering today, including: high level of personal performance; mutual trust; taking personal responsibility; flat informal organization; integrity; and a mutually supportive environment. "
12288,f,"favorite medium is a digital product agencyspecialising in web and mobile development. established in 2006, we have offices in singapore, seoul, and san francisco and have designed and developed web and mobile applications for clients all over the world in the media, technology, and financial services verticals. we are looking for a meticulous quality assurance associate to join our team as a software tester for web and mobile applications. this position requires attention to visual detail and great verbal and written communication skills. "
2681,f,"the event director is responsible for overseeing all operational aspects of each event for which he/she is assigned. specific tasks and responsibilities include: scout and secure venues in locations and dates as directed by senior management scout and secure packet pickup location secure all permitting and insurance requirements work with venue and production partner to create course map manage event operations checklist, including rental items, service contracts, and consumables manage asset inventory, including color, as well as participant and merchandise inventories manage event budget, including maintaining records of all invoices and receipts oversee staffing and labor requirements – assign and manage event-specific roles and responsibilities work with charities and other sources to staff volunteers oversee logistics of all assets, rentals and consumables take leadership and ownership of event implementation, production, safety, and execution oversee packet pickup execution oversee talent management, including transportation and rider requirements report to senior management on operations checklist, inventory, budget, and post-event analysis "
5441,t,"""do you want to own your internet base business with no money down??"" "" who want`s to make money from internet home business"" ""do you need to own your internet base business with no money down??"" you can join for free 100% and make good money with dmt instant reward at home. did you lost your job? do you need money fast? you can start earning money with us right now. this is one time in a life time chance to be your own boss. you can work with us you can earn good money with your own time, be with your family same time. for more information please contact with email or call to get start right away call(386)320-3924 thank you for reading. "
