,fraudulent,requirements
2433,t,"requirements: at least 10+ years in software development and increasing team management responsibilities strong technical skills, including object-oriented design skills, familiarity with developing sophisticated and scalable web services infrastructures, high-performance backend platforms bs or ms in cs or engineering desirable excellent hands-on experience in c/c++ or java strong familiarity with linux, mysql, and modern big data management approaches is very useful. "
12288,f,"good understanding of web development technologies and concepts exposure to web design and development using html, css, and javascript experience with the entire software development lifecycle (sdlc) including requirements gathering, development, testing, deployment, documentation, support and maintenance experience with online defect/issue tracking tools you should be very comfortable with written and spoken english "
2681,f,"the event director should be the single point of contact for all event specific items, both for the company and for external partners. ideal candidates will have previous event experience, specifically with concert/festival touring and production. qualities expected in the event director should include: strong leadership to ensure the event production is flawless positive attitude which perpetuates the quality and reputation of the brand proactive approach to problem solving and crisis management ability to think creatively to improve the product, processes and systems ability to manage the budget with particular focus on driving costs down through efficiency and creatively finding new, more cost-effective solutions high attention to detail strong organizational skills honesty and integrity "
5441,t,"computer, internet and telephone"
1111,f,"you must be 19 years old or above – with an acceptable driving record - and will need to provide us with your eligibility to work in uk, a valid driving licence, proof of insurance - and have use of a satisfactory vehicle (with valid mot and car tax). you'll have common sense, good manners, honesty, reliability – and a willing smile. we’ll have a variety of flexible shifts – but the nature of the business means you must be willing to work late into the evening, including weekends. "
7490,f,"candidates aligned with the following key selection criteria will be considered: very strong experience in managing initiatives, projects and project pipelines as a senior leader in an organisation. proven experience working across the full project lifecycle. demonstrable experience in leading business transformation teams and business analysts. experience managing it development teams highly desirable. confident to lead and manage organisational change and business transformation. inspired self-starter with a high level of energy and drive to succeed. determination to engage and develop a strong and motivated team. extensive management experience in a high volume low margin business. outstanding planning skills and knowledge in a financial, resource and organisational capacity, as well as good forecasting capability. brilliant communication skills, attention to detail and a strong work ethic. "
3840,f,"as the ideal candidate you will: higher education degree is required, ideally masters or phd level. be able to undertake analog design, including power amplifiers and rf psus. have experience of schematic design, capture and pcb layout (altium designer and/or cadstar). have a good understanding of digital control systems using fpgas and micro-controllers have a good working knowledge of embedded software development in c. have a good working knowledge of vhdl. assemble, test, and maintain circuitry or electronic components according to technical manuals, and knowledge of electronics, using hand and power tools. adjust and replace defective or improperly functioning circuitry and electronics components, using hand tools and soldering iron. build prototypes from rough sketches or plans. "
2831,f,"what we are looking for: goal oriented (can demonstrate when set goals and achievedthem) resourcefulpersonality exceptional closingskills excellent ability to communicate to internal and external customers (verbalwritten) powerful workethic good attention to detail andaccuracy lots of energy, passion, andenthusiasm qualifications: experience in a sales role (account coordinator, sales representative, account management), ideally within a technology/software company(saas) proven ability to exceed sales quota andtargets advanced webknowledge "
2616,t,"job requirements experience · minimum of 5 years of experience in pl/sql development is required · minimum of 3 years of experience of oracle development is required · minimum of 2 years of experience with oracle application express is highly desirable · minimum of 2 years of developer-level dba skills is highly desirable · minimum of 2 years of development in a linux environment is highly desirable education · typically, a bachelor''s degree in information systems, information technology, or another related discipline is required. · a combination of relevant work experience and education will be considered in lieu of a bachelor’s degree. candidate must have : 5 years exp. in pl/sql development,3 years exp. of oracle development,combination of relevant work experience and education will be considered in lieu of bachelor''s degree. additional information : 2 years exp. in oracle application express highly desirable years of experiance:5+ education level:bachelor's degree "
7585,f,"required skills: 1-2 years minimum professional experience strong html/css and javascript/jquery skills ability to convert photoshop psd templates to html/css experience with responsive web design techniques basic php/mysql knowledge awareness of ui principles and ux guidelines solid communication and team working skills fulfilled military obligations will be considered as a plus: experience with wordpress or other open source cms experience with phonegap and mobile web design familiarity with javascript frameworks (backbone, ember) object oriented php skills and experience with any php framework "
2407,t,"job requirements: must be able to demonstrate and/or describe a substantial software product that you built personally, either on the job or as a personal project, demonstrating your ability to envision, define, and execute independently. 5-10 years working as product manager, including 2+ years as a senior product lead on a large-scale web application or enterprise software product with front and back-end processes. deep knowledge of user experience principles, and experience applying them to build usable user experiences deep knowledge of application design principles, including object modeling, extensibility, soa, etc., and experience applying them to build complex software applications proven and continued success collaborating with cross-functional groups including corporate management, engineering, client services, enterprise customers, and direct sales teams. exceptional and demonstrable problem-solving and design capabilities. experience with online advertising preferred, but not required. strong technical aptitude: bs or ms in technical field from top university. computer science degree preferred. mba welcomed but not required. "
11764,t,nann
14133,t,"qualifications personal attributes qualifications:• strong fundamental understanding within fluid mechanics and characteristics, thermodynamics, energy processes and flow assurance.• experience within oil and gas process systems and subsea processing design.• understanding of the flow assurance challenges within subsea field development from reservoir to topside.• master of science or phd in relevant discipline.• oil gas experience (5-8 years) within subsea or offshore industry, preferable within processing. candidates with less experience but with strong qualifications may be evaluated. personal qualities:• ability to apply the fundamental competence to improve existing and in exploring new solutions. • innovative and problem solving mindset. • result orientated - ability to have an elevated, global view over a challenge and identify and solve the key issues.• ability to work under pressure and on own initiative.• team player but also self-managed, independent and pro-active."
9731,f,"your skills: minimum 8 years of combined university studies and experience in it; minimum 4 years of professional experience using java/j2ee; hands on experience in xml, xslt, xpath, web services and javascript; proven experience in rup processes and documentation; experience in adobe livecycle family products and adobe designer; good knowledge of oracle rdbms and proven experience in database design; experience in web applications design is advantageous; excellent command of english, knowledge of french will be an asset. "
12452,f,"requirements: minimum high school diploma, prefer one year of college or equivalent in related field preferred 2 years prior general clerical/receptionist experience detail oriented high attention to etiquette familiar with mac, google mail and google calendar a friendly, high-energy positive individual proven communication and interpersonal skills ability to prioritize and multitask in a fast-paced environment "
11739,t,"qualifications: availability to work overtime, and out of town at times. geographical knowledge of bakersfield and surrounding areas. two years of prior industry-experience relevant manufactures certifications if required which may include but are not limited to: gilbarco, ruby, sapphire, and veeder "
4476,f,"strong computer proficiency in illustrator, indesign and photoshop and can take design from concept through finish pixel perfect graphic design obsession and the ability to push boundaries ability to follow direction, critique and work independently technicals skills are only half of the position, you must be able to come up with the next sloth pope and beknowledgeableaboutpop cultureand internet trends really nice traits that would impress us digital photography editing and experience general familiarity with html and css accountant-like efficiency paired with a creative spirit that allows a full exploration of ideas. previous experience with online advertising or marketing previous experience in the clothing or fashion industry "
3307,f,"you will naturally have excellent communication skills, both written and verbal, and you will also be well organised, hard-working and self-motivated. you will also be proficient in the use of ms excel. essential skills highly numerate with strong analytical skills. enquiring and logical to deliver practical solutions. strong attention to detail. high pc literacy (excel experience essential). strong communication skills both written and verbal. able to plan, prioritise and focus on the issues. self-starter and able to work to exacting project deadlines. resilient. "
12535,f,"four-year degree in counseling or related field, or experience in another field of similar experience. master’s degree in the human services field preferred. a minimum of three years supervisory experience is required. must have a valid driver’s license or state issued id and provide appropriate license or certificate. ability to effectively present information and respond to questions from groups of managers, clients, customers, and the general public. no phone calls please - due to the number of applicants, we can only contact those selected for interviews. please visit our website at more information.crossroads is an eoe."
3274,t,"skill set required: 6 to 10 years experience of in active directory and exchange administration in anenterprise environment. ability to setup and configure ad and exchange with industry standard practices. thorough knowledge with the migration paths and methods of ad and exchange fromprevious version to latest versions. good skill in maintaining day-to-day system admin activities of ad and exchange strong troubleshoot skills in ad and exchange excellent documentation communication skills. thorough knowledge of ad schema and exchange infrastructure ability to fine tune ad and exchange for optimal performance from application level. ability to work under pressure ability to work closely with the other system administrators. good spirit to work as a team and follow instructions from supervisor performs other related duties as needed upon request by the immediate supervisor. familiar with the it change management process in a managed domain very good experience with microsoft exchange 2010 server and microsoft windows 2008server relevant microsoft certification: mcsa or mcitp or mcse (with relevant windows 2008r2 experience) assign policies, and apply critical updates to organization by administering information andsettings in the central database. perform the daily operational tasks that are necessary to provide a stable and robustexchange environment, including monitoring, proactive maintenance, and problemresolution. tier 2 3 troubleshooting support of exchange issues, investigate helpdesk escalation callsand find optimum solutions perform scripting administration tasks and reporting using powershell or other scriptingtechnology, developing scripts for automating processes within the environment. take ownership of typical messaging issues and work to resolution and root cause identification. create and maintain appropriate documentation on the messaging environment. maintain perform periodic testing of disaster recovery procedures for the ms exchange2010 environment and ad. maintain and administer third party applications including, but not limited to tmg/isa forexchange adhere to enforce change management and compliance processes. understand the business requirements and identify potential messaging solutions. assess and perform systems utilization and reports to assist in troubleshooting andperformance tuning. ensure the integrity and security of all ms exchange mailboxes perform periodic performance reporting to support capacity planning. general network skills (routing, dns) expertise in anti-spam anti-virus, backup and general system administration "
14032,f,nann
2921,t,"qualifications of the church administrative assistant the church administrative assistant must be a professing christian. the church administrative assistant must hold an active membership, attend regularly and be in good standing with a local church. the church administrative assistant must have a minimum of five years experience in secretarial work. the church administrative assistant must have strong communication, computer and organizational skills. the church administrative assistant must be proficient in the use of standard office tools (copy machine, fax machine, etc.). the church administrative assistant must demonstrate a high level of trust (a violation of trust will result in immediate dismissal.). the church administrative assistant should always exhibit professionalism, demonstrated by well-groomed appearance, conscientious work ethic, teaching ability and accountability. the church administrative assistant should be willing and able to work at a fast pace within a variety of settings and circumstances, with composure and flexibility. the church administrative assistant should be ever conscious of the need for confidentiality. the church administrative assistant should exercise discernment and wise judgment. the church administrative assistant should be a self-starter, good at multi-tasking and prioritizing projects. the church administrative assistant should possess the ability to work independently without supervision. responsibilities of the church administrative assistant communication act as receptionist in making appointments and receiving visitors. screen and route all incoming calls. check and respond to all emails as soon as possible. as soon as information is received, send email notifications to all staff and chairman of deacons. this includes, but not limited to, deaths (when arrangements are known), hospitalizations, surgeries, outcome of surgeries, serious accidents, births, etc. participant in weekly staff meetings. route incoming faxes to appropriate staff. documentation distribute mail to appropriate personnel. generate and prepare weekly bulletin. continuously update prayer sheet and generate copies for wednesday night services. prepare cards for wednesday night outreach. type correspondence and other items for pastor. serve as secretary to church council and at monthly business meetings (take minutes). generate and make copies of monthly church council reports. maintain file of all invoices, correspondence, and reports. send and receive all church membership letters. keep computer databases and mailing lists up to date. generate and disseminate quarterly grounds security schedule. prepare certificates for special occasions. make reservations for use of church facilities. submit daily timesheet. maintain a current list of key holders and provide keys to personnel as needed. collect keys upon departure. accurately track church items on loan. keep track of pto used and available for all church staff. financial post weekly deposits. post weekly church contributions. pay all bills for the church. submit weekly time worked for all employees to the church accountant for weekly payroll checks. complete and submit monthly, quarterly, and annual government reports, with payment. reconcile all banking accounts monthly. generate and make copies of financial reports for finance committee and monthly business meetings. generate and mail yearly church contribution report to members. other responsibilities set up meetings and other appointments for pastor. coordinate travel arrangements, when necessary. purchase and maintain all office supplies. recruit, schedule, and train volunteer office help. other duties as assigned. "
7645,f,"strong chemical process knowledge is beneficial. must have excellent oral and written communication skills in order to effectively communicate with all levels of professional, management and plant personnel. educational qualifications: bs degree engineering year experience required in a chemical plant we provide full time permanent positions for many medium to large us companies. we have more than 1500 jobs available in our website. our website has thousands of openings and these job openings are not posted anywhere else online. when you apply online through our website, it automatically forwards your information to the recruiter handling your applied job. if you are a close match, they will contact you immediately to discuss about the positions and do everything to get you an interview with the client as quickly as possible. visit : "
10017,f,"essential job functions picking; packing; stage orders for delivery; shipping; process ups shipments; cycle counting; operate forklift and pallet jack; load trucks; roll laminate; perform housekeeping duties within your work area maintaining a clean and safe working environment. non-essential job functions back-up will call and laminate departments as needed; must assist others and perform additional tasks as directed by the operations manager. skills/qualifications be familiar with basic warehouse and distribution processes; knowledge of ups shipping systems and rate postage machine, calculator; must have the ability to safety operate a forklift and other related equipment; be familiar with warehouse equipment and machinery; knowledge of shipping, receiving, cycle counting and inventory management; prioritization, organization, and execution — ability to multi-task in a stressful, fast paced working environment; attention to detail; must have the ability to interpret and follow through on directions given by the operations manager. qualifications to perform this job successfully, an individual must be able to perform each essential job function satisfactorily. the requirements listed in this job description are representative of the knowledge, skill, and/or ability required. reasonable accommodations may be made to enable individuals with qualified disabilities to perform the essential functions of the job. requirements basic computer skills; ability to be certified as a forklift operator; 1-3 years of shipping and or general warehouse experience. physical demands requires the ability to walk, stand, carry materials, stoop, kneel, bend at the waist, reach overhead and climb stairs: may require sitting and/or standing for long periods of time; will be required to lift up to 50 lbs occasionally; working environment work is performed within a diverse environment; some work may be performed within a general office environment; some work may be performed within a manufacturing and warehouse environment; work will also include extensive operation of an automobile; exposure to moving mechanical parts, machinery, fumes, airborne particles, dirt, dust and chemical fumes; the noise level in the work environment is usually moderate to loud and may require hearing protection. safety shoes and eye protection may be required at times. temperature environment range is approximately 30°f to 110°f. summary this position description identifies the key responsibilities, expectations of performance, qualifications and work environment as outlined in the contents. it is neither intended nor possible to list all tasks and variables the employee may be required to perform or conditions the employee may be subject to. employees are expected to follow any and all job related duties and responsibilities, as may be reasonable assigned by management. as an equal opportunity employer, e.b. bradley, co. is committed to a diverse workforce."
9191,f,the candidate: ehs experience in a manufacturing (or similar) company the ability to influence and engage others experience of developing immature ehs systems and procedures 
12307,f,"manager role requirements- multi-lingual (english spanish)- computer literate (ms excel, email, web browsing, etc)- previous food production experience- team leadership and staff development experience requirements for applicants-submit resume (please don't call/visit).- specify which position you are applying for.- include a brief statement indicating your background match to our requirements."
16103,f,a content ninja must: 1. possess excellent english writing skills2. be obsessive about correct grammar and punctuation3. strictly adhere to content guidelines4. meet deadlines5. be available for a full time role
8155,f,"person specification must already be working at account manager level knowledge and experience in a content management role: print essential, digital desirable seo system experience desirable experience of working closely with project managers, creative, technical and strategy teams must have excellent computer literacy and be adept at working with operating systems self-starter with the ability to work without supervision ability to manage and prioritise a complex and varied workload excellent communication and presentation skills ability to communicate effectively with a range of client audiences good team worker with a collaborative approach. passionate about getting others involved and having fun along the way "
4702,f,the qualifications for this position are: • a minimum of two years of experience directly related in a similar industry • strong customer service skills -- must be customer service oriented • strong verbal and written skills • proficiency in excel and microsoft word • strong organizational skills • must be able to multi-task and be flexible regarding your schedule and workload • a self-starter who can work with minimal supervision • must be a solutions-oriented individual • ability to work well with others • a basic knowledge of accounting is helpful for this position
17598,t,"real estate broker we would like you to consider what ers can offer you: limited liability -- enjoy the profit of the organization youbuild without the liability usually associated with a realestate brokerage. we carry the eo, the licensing, thecompliance legality.... we carry the liability.■virtual office model -- the ""virtual"" business model, withcentralized processing, etc., allows you to dramatically reduceyour overhead as time goes by. ■co-branding -- where allowed by state regulation, brokers havethe ability to co-brand.■unlimited expansion -- you'll be able to develop a multi-area""brokerage"" with a single-state license. no longer are you stuck with only being able to recruit in one geographic area. withers' business model you can grow your business in any county. ■referral agent program (rap) -- the residual income model setsyour business apart from all others -- with ers you now havesomething valuable to offer potential recruits.■unsurpassed technology -- give your agents thousands of dollarsof technology for free. including presence, directidx/mls feeds and virtual tours, and crm platforms.■agent retention -- your agents will stick to you like velcro.since agents can make significant residual income, they willfind it extremely difficult to walk away from that income bymoving to another brokerage.■broker support -- incoming sponsored brokers can count onsubstantial support from our business development team in signing their present agents, recruiting and team-buildingthrough three tiers.■legacy succession --leave your business to a loved one,as long as the designee holds a current real estate saleslicense.the 1st real estate broker(s) with a mls mortgage licensewill be the state broker of record. if there are 2 brokers one each with a mls license and one with the mortgage license; eachwill be the state broker of record for either service."
17719,t,high school diploma
17535,t,"responsibilities include educating and assisting patients in selecting their glasses frames and lenses, taking patient glasses related measurements, presenting and dispensing glasses, adjusting and repairing glasses, maintaining glasses inventory, and communicating with doctors, staff, and patients."
13489,f,this position requires the following qualifications: 5+ years working in a call center environment in a management position collections background to include auto experience excel proficiency strong verbal and written communication skills 
6274,f,"successful candidates applying for the role will have the following key attributes: • maximising sales through proactive selling using knowledge and experience to confidently perform regular product demonstrations. • passion for creating the ultimate customer experience • ability to close, generate new sales and maximise business • developing rapport – initiating contact with the customer, establishing the customer’s needs by listening, asking open questions and communicating confidently to fulfil their needs • taking personal responsibility for the customer experience for pre-sales, during and after sales along with resolving any customer issues in a timely manner • maintaining a productive and helpful working relationship across all areas of the business. • monitoring competitor activity and using local knowledge to identify opportunities and generate repeat business/customer loyalty • belief in continual development • an outgoing personality • computer literate and comfortable learning how to use new applications • preferably from a furniture retail background. "
7177,t,"â· high attention to detail, and thoroughness with work a must â· fraud knowledge a plus, but not required â· analytical â· positive and professional attitude â· team player â· willingness to learn and receive constructive feedback 0-3 years experience in call-center environment a plus, but not required "
4646,f,you speak scala or c like a second language- must you have built scalable products/applications you are comfortable with sql/nosql dbs you've plugged into cloud computing platforms 
4230,f,"qualifications: qualified candidates must be at least 16 years of age and possess or be working a high school diploma or ged, or be actively working towards a diploma. experience in the fast food industry is a plus but is not required. we will train you for the position. candidates must have the desire to learn various aspects of the sales/production process at big italian meatball since you will be working in several areas of the restaurant. "
13459,t,no experience required and never any fees
13458,f,nann
15774,f,12+ months of ios development at least 1 app published in the app store self motivated and ready to take initiative at an early stage startup no formal education requirement 
11976,f,"position : senior java developerjob location : united state-district of columbia-washington/metro-washington, dcjob type : full time us work status required : h1b / ead / green card / us citizens only required skills: bachelor’s degree in engineering, computer science, or other software-related field, or equivalent practical experience.4+ years relevant work experience, including programming experience with java web applications and sql.adaptability and curiosity about unfamiliar frameworks and technologies.excellent written and verbal communication.ability to work effectively in a team.additional preferred skills:experience with other platforms and technologies (e.g. php/drupal, rest api design, javascript frameworks).development and deployment using linux or unix systems.source code management and bug tracking software, especially mercurial and jira.comfort with agile software development practices, including test driven development, continuous integration, and iterative development.eagerness to work in a collaborative environment, including teaching and learning from teammates. "
9971,t,"skills and requirements msee with 5 years experience in networking hardware/software product development in depth domain knowledge in ip networking for home gateways strong understanding of home and windows networking. experience with development on dsl or 3g/lte or wifi routers or tablets or ip cameras or z-wave/zigbee radios is desirable. management of engineering team experience is desirable. engineering background with significant hands-on experience in product development. experience certifying products with large service providers. strong understanding of the development cycle of technology products, specifically test driven development, able to track and resolve issues. effective organization, project management and coordination skills; ability to get the job done. ability and willingness to take ownership of product; get the job done with minimal supervision. teamwork. this position requires a close working relationship with the extended netgear team, including engineering, operations, sales, customer support, marketing and program management. good communication skills, both written and verbal. experience working in a start-up environment. self-starter that works well on a team. "
17071,f,are you a top closer in your market? are you a go-getter and able to market for new clients? are you a dedicated customer service oriented title professional? if you answered yes to these questions then we want you! experienced title settlement closer must have acurrentclient following/book of businessand ability to market knowledge of ramquest a plus notary public or be bondable 
17572,t,nann
997,t,nann
5957,f,"preferred qualifications: keyboarding and windows environment pc skills required (word, excel and powerpoint preferred) experience running mail posting equipment a plus excellent communication skills both verbal and written willingness and availability to work additional hours if assigned willingness to submit to a pre-employment drug screening and criminal background check ability to effectively work individually or in a team environment competency in performing multiple functional tasks ability to meet employer's attendance policy minimum of 6 months customer service related experience high school diploma or equivalent (ged) "
16302,f,"6+ months experience with b2b, high-touch, outbound email/phone prospecting history of success and beating quotas highly driven comfortable in a startup very customer-focused and very high integrity values fit –– benefit to your career: as a member of the core sdr team you’ll be exposed to more opportunities and experiences that will help you in preparing you for the next step in your career."
10867,f,"you will be: a qualified accountant (aca, acca, cima or equivalent). experience required to do this role: demonstrable experience of working in management accounting or financial management in a small to medium sized organisation experience of analysing company financial data experience of managing a team experience of using sage or other accounting packages experience of working directly with/reporting to senior management. skills required to do this role: self-starter with good interpersonal skills numerate and accurate with excellent attention to detail computer literate with a thorough working knowledge of microsoft excel and microsoft word good organisation and administrative skills. your responsibilities will include:- management of the finance function and overseeing the assistant accountant maintenance of financial records and the accounting processes revenue, margin and cost analysis and cash forecasting preparation of monthly pl, balance sheet and cash flow review and monitoring of profitability through multiple lenses (product/department/customer type) establishing and monitoring key metrics ensuring that appropriate systems and internal controls are implemented and maintained recommending potential operational efficiencies and working practices and procedures reviewing and clear understanding of non-financial information, such as billing and crm data ad hoc financial support e.g.to the sales team, reviewing billing system outputs commercial financial support as required on pricing financial modelling - development of new models to assist in forecasting and interpretation of results manage payroll and providing accurate and reliable information to the company's provider preparation of monthly ec sales list and quarterly vat returns and submitting to hmrc timely production of statutory accounts, together with internal financial reports preparing audit papers and interim financial statements, liaising with external advisers as required. "
16376,f,"you must have demonstrated expertise testing consumer software and applications, including: cross-platform testing including browsers and mobile devices. identification of likely points of failure. developing and maintaining test plans. previous ownership of qa lifecycle, including release signoff. effectively communicating the circumstances surrounding an issue and steps to reproduce. experience with third party automated testing software, services, and issue trackers. "
17141,f,"dynamic ability to build relationships with clients, subs, and suppliers an interest and desire to learn new technology on a constant basis must be extremely detailed manage project cost must possess good communication skills team player bachelor’s degree in construction management, or related field preferred conceptual and hard bid skills minimal to no travel necessary, depending on where project is located and stage of work eoe- m/f/protected veteran status/disability "
11636,f,"education in a key area of the industry: marketing, manufacturing or design of clothing, preferrably streetwear killer creativity for marketing and promoting a new apparel brand experience from sales and manufacturing / contracting production of apparel understanding and experience of material selection, costing and sourcing ability to find and negotiate with suppliers ability to negotiate with buyers experience of an understanding of crowdfunding and key social media channels "
8654,t,"flexible scheduleminimum 5 years experience. knowledge of excel, word and power point. strong communication skills team player mechanical back ground inventory control long term view hands on supervisor willing to think outside the box quick learner able to communicate in spanish ability to operate forklifts references "
5697,t,nann
4012,f,"experience in managing transformations experience with zendesk or similar helpdesk platform experience in managing multiple teams strong positive attitude, with a drive to turn every negative into a positive solid leadership qualities motivational, even on the worst of days experience in a strategic vs operational role great influencing skills "
17700,t,"pay work requirements:• excellent pay• enjoy working with people• must be at least 18 years of age to apply• conditions applywe’re vector marketing, a 33 year-old company that’s looking to add people to our team. we’re growing. and there’s room for you to grow with us.this entry level position is a good fit for people who are looking for a part time or full time opportunity. if you are a student, a stay-at-home mom, or a dad looking for a temporary position to fill in the gaps in your full-time gig our flexible schedule can work around your needs. it doesn’t matter if you have a bachelors degree, an associates degree, or no degree at all – we can train you to do well with us."
11866,f,"your know-how: university or college degree or a sales/marketing oriented professional education relevant experience within the mobile area as well as a good network and contacts within the industry is a plus ideally experienced in self-dependent customer support of direct customers or media agencies strong communication skills and a high socialness as well as a confident appearance structured, self-dependent and solution oriented working manner with good analytical skills possibly first knowledge in adserving technologies eagerness to become an expert in mobile sales very good knowledge of spoken and written english german ideally you are located in berlin or surroundings you feel comfortable in a dynamic startup environment "
15273,f,"b.s in a technical field with at least 5 years of experience working as a security expert. expert in new generation firewalls, ids, malware protection, 2 factor authentication specific knowledge of authentications technologies such as ad, nis, duo security, ldap, radius, tacacs+, 802.1x, nac, microsoft certificate services, and pki in general. good knowledge and experience in implementation of iso 27001 security framework. proven problem solving skills. exceptional common sense. strong interpersonal and presentation skills. "
15678,f,"you should have experience in production/assembly in a technical environment and ideally, soldering skills. as well as assembly, you’ll have the opportunity to be involved in production and testing of our products. above all, we’re looking for people who excel at working as part of a team, and enjoy being busy. these roles are particularly suited to someone looking for part-time and/or flexible hours. if you love working with technology, and are quick to pick up processes and learn about products, we want to hear from you!"
5247,f,nann
5765,f,"normal 0 false false false en-us ja x-none /* style definitions */ {mso-style-name:""table normal""; mso-tstyle-rowband-size:0; mso-tstyle-colband-size:0; mso-style-noshow:yes; mso-style-priority:99; mso-style-parent:""""; mso-padding-alt:0in 5.4pt 0in 5.4pt; mso-para-margin-top:0in; mso-para-margin-right:0in; mso-para-margin-bottom:10.0pt; mso-para-margin-left:0in; line-height:115%; mso-pagination:widow-orphan; font-size:11.0pt; font-family:""calibri"",""sans-serif""; mso-ascii-font-family:calibri; mso-ascii-theme-font:minor-latin; mso-hansi-font-family:calibri; mso-hansi-theme-font:minor-latin; mso-bidi-font-family:""times new roman""; mso-bidi-theme-font:minor-bidi;} key accountabilities interact with sales staff to support global sales activities model the financial business case associated with each sales opportunity create material that clearly communicates the uniqueness of upstream’s solutions attend sales meetings and present to prospective clients represent upstream at trade events collect and document competitive intelligence maintain the company’s knowledge repository knowledge/skills/experience ba/bs degree or equivalent 3+ years of experience in mobile marketing, the mobile operator space, or the technology sector. proficient with numbers and financial models in microsoft excel must possess a sense of design and proficiency in microsoft powerpoint extreme attention to detail willingness to travel personal characteristics bright, ambitious, self-driven, hard-working and flexible able to perform under pressure and deliver results in a demanding and fast-paced environment that requires fresh thinking and innovation fluent in english excellent written and verbal communication skills "
12678,f,"our requirements: degree qualification bsc, msc or phd in math, computer science, statistics oreconometrics; experience with database management and google analytics; knowledge of sql and how to use apis (json and/or xml etc.); experience with programming (python, vba, java) as well as web-logs and web-scraping tools; experience with retrieval and processing large data sets and the ability to integrate and make sense of data from varied sources; ideally some experience with data visualisation tools such as tableau; experience with data mining, statistical analysis, pattern detection and credit risk modelling experience gained at a consulting or major financial institution; pro-active, self-starter with excellent communication skills; experience with nosql, linux, java, hadoop is a plus as is knowledge of statistical packages (sas, spss, matlab, r, etc) and ms excel your responsibilities: develop a comprehensive business intelligence and data management system with responsibility for identifying and tracking key performance indicators to aid strategic decision making; provide analytical support for assessing credit risk and develop a credit risk model to increasingly automate the underwriting process; expand existing set of data used in the credit underwriting process by evaluating information value of non-traditional data sources and by re-engineering use of existing datasets; collect structured and unstructured data from the web, digital media and other social platforms; evaluate ‘big data’ opportunities and work with technology to deploy new data sources; perform various ad-hoc analysis for the marketing and business development functions "
110,f,"required qualifications: previous data entry experience proficient keyboarding skills required with high accuracy levels (error free) ability to effectively work individually or a team environment. ability to handle multiple projects simultaneously ability to adapt to changing fast-growing production environment ability to communicate both verbally and written with customers and company personnel strong organizational and administrative skills ability to meet employer's attendance policy work experience in email and microsoft windows environments is required may be required to lift items weighing up to 50 pounds maximum allowed by current state law with or without accommodations or the must be able to sit, stand, and/or walk for long periods of time with or without accommodations high school diploma or equivalent (ged) required "
2974,f,educational background licensed engineer work experience ü at least 3 year work experience in the following related field: property management b. construction management quantity surveyor construction management e. structural designer knowledge and skills knowledge building and construction standards / codes construction management estimates procurement procedure skills manpower management customer service communication skills time management autocadd operator 
12454,f,"designing for ios / mobile interaction design expertise, including wireframe creation and prototyping ux expertise, including user interviews and testing visual design expertise technical skills in html css adobe creative suite experience brand and art direction expertise illustration skills copywriting skills if this sounds like you then get in touch now and delight us with your unique application! we have huge projects in the pipeline this year and need the best talent on-board to help achieve our goals. and just one last thing, here’s a link to how one of our marketing designers managed to wow us into hiring him - the pressure is on! wow us with your awesomeness, we dare you to! while vend is totally open to receiving applications from people based overseas, our recruitment process for technical talent is lengthy and involves a lot of face-to-face time between our candidates and existing team members here. we can start initial stages of interviewing using awesome technology like skype and google hangouts, we really need you to be here and to have hung out with us in auckland before making a job offer."
