,fraudulent,company_profile
5957,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
16302,f,"do you want to help people be more successful at work? then consider jhana, a feisty little startup that pursues this goal every day. here’s why our team loves working here: our mission matters.weak, poorly trained managers can really hurt companies and make life worse for the people on their teams. it’s rewarding to help managers do better — and, by extension, the companies they work for and the people they work with. learn more aboutwhat we do. we like working with one another.it’s fun to collaborate with interesting, supportive, driven people. learn more aboutour team. we’re building a sustainable company — together.we’re not one of those flash-in-the-pan startups. we want jhana to grow responsibly over the long term, and the whole team has a say in how that happens. learn more aboutour values. we offer a competitive compensation package, health/dental/vision benefits, equity, and a learning budget."
10867,f,"sparkol is a growing software company based outside of bristol, uk. we specialise in making unique tools that help people get their message across without any design or technical know-how. the sparkol team comprises talented developers, designers,writers, musicians and support staff. our main product, videoscribe,enables our users to create engaging whiteboard-style animations quickly and easily. it's used by thousands of business people, marketers, illustrators, video professionals, teachers and students, as well as regular folk with stories to tell. videoscribe is available for desktop as well as ipad and android apps. "
16376,f,nann
17141,f,nann
11636,f,innovative streetwear and clothes you can play with. soon in a crowdfunding platform near you.
8654,t,"founded in 1993, our group has, in a few short years, earned an excellent reputation for performance consistent, repeatable quality. our group is committed to reinvesting our profits to grow our product lines and to make hascor the most efficient, responsive, customer oriented company of its kind anywhere. we have a clear agenda and belief: if we provide quality products and services to the customers we sell to, they will find reasons to buy from us again. we strive every day to make that our reality. our strategy is to supply any customer at any location worldwide no matter the size of its requirement. our motto is that we supply any customer from 1 kg up to 100000 kg. any time, any place. our group has a worldwide presence through our company offices as well as our expansive agent network. we produce our materials under the iso 9001-2008 certification approved by the quality department of perry johnson. we constantly strive to innovate under every situation and constraint, to offer our customers innovative, “tailor made” solutions.we welcome your inquiries and challenge to meet all your raw material needs."
5697,t,nann
4012,f,"vend is looking for some awesome new talent to come join us. you'll be working in an awesome team doing awesome things, and generally being awesome. learn about us on ourblog, or meet the team ontwitter,facebook,linkedin awesome space our brand new auckland office space is located on nuffield street in newmarket, surrounded by our customers and the industry we love. it is huge, open, and shiny new with great meeting room spaces, casual working environments and plenty of space to host awesome events. we don't do cubicles, just plenty of space, whiteboards and meetings rooms. we also have a great cafe/retail space with our very own front of house manager taking care of our visitors and fellow venders. like auckland our melbourne office is surrounded by retail. it's a great wee space equipped with tiny houses and some awesome cardboard cutout animals. our toronto office is located right in the heart of downtown retail district. like melbourne and auckland there's a great vibe with great coffee, boutique stores and some of the greatest restaurants in the city. our soma office in san francisco is located in the middle of the sf tech scene, just a (biz) stone's throw from twitter. the environment we want you to be at the top of your game. you can wear whatever clothing you like, start work late in the morning, take breaks whenever you want and generally work the way you want to work. who we're looking for vend is looking for people to push the boundaries. we are a hard working professional team with a wicked sense of humour, and we are looking for people who thrive in a collaborative open environment. we want passionate, hard working, talented individuals that want to lead in their field."
17700,t,nann
11866,f,"founded in 2009, thefonpit agrose with its international web portalandroidpitto the world's largest android community. every month over 18 million android and tech enthusiasts around the world log intoandroidpit, where they know they'll find the latest and most innovative information about android and android-apps in 6 different languages. our business activities consist of close collaboration with many of the world's largest tech, web and mobile companies. in 2014,app mediaamended fonpit ag’s brand portfolio. as a one-stop shop for app marketing,app mediadelivers quality performance marketing for apps to give clients the most successful campaigns possible with custom concepts and sustainable results. located in the heart of berlin, we are constantly looking for highly motivated and success driven personalities to helpandroidpitandapp mediagrow even further."
15273,f,"namely is the leading end-to-end hr and payroll platform for growing companies. offerings include human payroll, benefits administration, time management, human capital management, performance management, and employee engagement. in addition, each company is assigned its own account manager, available 24/7 for ongoing support and training for each of namely’s features. namely is used by some of the world’s most innovative and exciting companies from many industries, including media, technology, commerce, and professional services."
15678,f,"eroad was established to modernise new zealand’s paper-based ruc regime and in 2009 launched the world’s first gps/cellular-based road charging system.our solution can be readily and rapidly scaled and deployed across entire jurisdictions because it requires no roadside architecture, and uses a saas-based web service. we’re now a world leader in our field and expanding rapidly as we enter new markets. joining eroad is a great career move. we look at potential when we’re hiring, and your ability to grow with the role. we employ only the best, and ensure that our staff have the skills, training and technology to do their best work. how you’ll fit in at eroad is important as well. we’re really proud of our company culture and finding people with the right attitude is just as essential as a great cv. working at eroad means learning frompeople who are experts in their field. it also means working hard – we have to, to be able to grow as fast as we need to! but we encourage a healthy work/life balance and our low staff turnover tells us we’ve probably got the balance right. we have staff from all over the globe – 25 countries at last count – and we may just have the highest rate of boat/surfboard/windsurfer ownership of any technology company, anywhere."
5247,f,"spotsource solutions llc is a global human capital management consulting firm headquartered in miami, florida. founded in january 2012, spotsource has created a fusion of innovative service offerings to meet the increasing demand of today’s economy. we specialize in talent acquisition, staffing, and executive search services across various functions and in specific industries. global talent transfusion (gtt) services utilize best in practice qualification standards to deliver talent in temporary, temporary-to-hire, and permanent basis. health career transition (hct) is a subsidiary of global talent transfusion and offers placement services specifically in the growing healthcare arena. spotsource executive search (ses) consultants are special breed talent evangelists that understand how to advise and streamline the human resources process in the direction your organization requires for long term sustainability and success.succession planning. leadership development programs. compensation analysis. recruitment process outsourcing. all customized to best suit the needs of your business. we understand the demand for cost-effective solutions for your organization.are you seeking a potential career transition and interested in discussing the current hiring trends and open positions? vital career consulting (vcc) offers career transitional services catered specifically for the job applicant, including resume construction, social media optimization, and interview coaching. address: 4100 n powerline rd. ste z3 pompano beach fl 33073 office: phone_c90b6ca89acd18d9e31ea3590b4ad76605721bc372025598fe9e1e60cf428551"
5765,f,"upstream’s mission is to revolutionise the way companies market to consumers through cutting edge technology. this is an opportunity to collaborate with like-minded people in an environment that embraces individual differences and diversity. we offer a challenging and stimulating environment in which employees have the opportunity to work on a vast range of complex projects at the forefront of technical innovation. we are looking for creative, enthusiastic and open-minded individuals to join our innovative team to help both drive our success and uphold our existing reputation within the marketing technology world. what we believe our values of integrity, perseverance, innovation and respect are at the heart of our company. our actions are underpinned by these four values, which have become central to upstream, providing all of our employees with a clear framework from which to make their decisions. 1. integrity trust you are widely trusted and seen as a direct and truthful individual. you present the unvarnished truth in an appropriate and helpful manner, keeping confidences and admitting mistakes without misrepresenting themselves for personal gain. 2. perseverance you pursue work and life with energy, drive and a need to finish; you seldom give up before finishing, especially in the face of resistance or setbacks. 3. innovation you have good judgement about which creative ideas and suggestions will work and a sense about managing the creative process of others. you have the ability to facilitate effective brainstorming and project how potential ideas may play out in the marketplace. 4. respect you invest time in peers and demonstrates value and reverence for others when due, encouraging co-workers to express opinions and ideas. you promote equality within the workplace, encouraging praise and recognition from employee to employee as well as from the superiors. professional development at upstream upstream offers a variety of resources and a range of opportunities to inspire the best possible performance from our employees. our vast range of departments and global activities provide a strong platform for career development and professional progression. we boast various methods of progression within the company; whether through an upward advancement within a chosen field, expansion across departments or relocation to another office, creating the opportunity to gain both valuable experience and further insight into the international workings of the business. at upstream, employees have the opportunity to learn new skills, work across different disciplines and global departments and move into new challenges, all within the same company."
12678,f,"at lendinvest fundamentally changing the way people think about their savings, investments and how you get a mortgage. we're the new generation of finance, which is far less stuffy as we are building a new way to do things - and having some fun along the way. if you want to be part of building the future of finance, then we'd love to hear from you. lendinvest has been prominently recognised as a leader for its growth and innovation. we are based in a prime central london building, with a very cool work environment. lendinvest is a direct employer and we therefore do not work with any recruitment agencies. recruiters, please do not spam us, we are not interested in hearing from you. for a look at what we're creating, you can see more on our site at: "
110,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
2974,f,nann
12454,f,"vend is looking for some awesome new talent to come join us. you'll be working in an awesome team doing awesome things, and generally being awesome. learn about us on ourblog, or meet the team ontwitter,facebook,linkedin awesome space our brand new auckland office space is located on nuffield street in newmarket, surrounded by our customers and the industry we love. it is huge, open, and shiny new with great meeting room spaces, casual working environments and plenty of space to host awesome events. we don't do cubicles, just plenty of space, whiteboards and meetings rooms. we also have a great cafe/retail space with our very own front of house manager taking care of our visitors and fellow venders. like auckland our melbourne office is surrounded by retail. it's a great wee space equipped with tiny houses and some awesome cardboard cutout animals. our toronto office is located right in the heart of downtown retail district. like melbourne and auckland there's a great vibe with great coffee, boutique stores and some of the greatest restaurants in the city. our soma office in san francisco is located in the middle of the sf tech scene, just a (biz) stone's throw from twitter. the environment we want you to be at the top of your game. you can wear whatever clothing you like, start work late in the morning, take breaks whenever you want and generally work the way you want to work. who we're looking for vend is looking for people to push the boundaries. we are a hard working professional team with a wicked sense of humour, and we are looking for people who thrive in a collaborative open environment. we want passionate, hard working, talented individuals that want to lead in their field."
963,f,"christopherson business travel is the independently owned leader in intelligent business travel management, online travel tools, and business travel resources.ranked as the 11th largest business travel agency in the us, operating from four full-service locations (salt lake city, ut; denver, co; san francisco, ca; birmingham, al) as well as 35 client-dedicated on-site locations, christopherson employs more than 325 travel professionals and supports $384 million in annual travel bookings for more than 950+ companies and organizations across the country."
1713,f,"now: pensions is a uk based multi-employer trust serving thousands of employers and hundreds of thousands of employees from a wide range of sectors. a subsidiary of one of europe’s largest pension funds, danish pension scheme atp, now: pensions offers a simple and cost effective workplace pension solution direct to employers and via advisers and the payroll sector. to help employers meet their auto enrolment duties, now: pensions offers an online sign up tool which allows employers to have an auto enrolment compliant pension scheme set up within 24 hours. each employer has their own interactive microsite where they can upload their regular files and receive reports. in april 2013, now: pensions became the first master trust to attain the napf’s new pqm ready standard. the benchmark shows employers that now: pensions is a well governed pension scheme with low charges and good member communications. "
5301,f,nann
12807,f,"we are experts in enterprise systems management for the desktop, mobility, datacentre + cloud. we are a young and dynamic workplace, with a strong culture of technical brilliance, sharing, learning, and well, having fun at the same time. our team is based in melbourne, australia. if you have awesome skills in virtualisation and management, and you want to part of the olikka team, apply now."
15743,f,"as augmented reality jobs go, one at blippar is hard to beat. we are a rapidly expandingcreative startup at the forefront of a brand new industry, so working here offers realopportunities to shape an innovative technology and the way in which people use it. because of this, we like working with imaginative people who think outside the box, and welove people who throw the whole box away and build something completely new.our bright, open, centrally located offices are energetic environments bursting withcollaborative ideas and boundless enthusiasm. aside from being part of an exciting, driven, super-friendly team that will nurture your talentsand help you grow, at blippar you’ll find plenty more tangible benefits, including weekly freelunches, evening drinks, and olive, the office dog. you’ll also be working intimately, from the start, with some of the world’s biggest brands -from coca cola and nestle to conde nast, pg and jaguar. as a young, growing company spearheading the exciting augmented reality industry, thebiggest perk of all is the creative control you’ll be afforded, whether you’re part of the design,tech, commercial or marketing teams. after all, we think our people are amazing, so we want them to stick around. "
7481,t,nann
15350,f,"maker’s row is an online marketplace that connects american manufacturers and product based businesses. our mission is to make manufacturing easy to access and simple to understand. we support a network of established businesses in their domestic sourcing needs, and are inspiring the next generation of american businesses to think domestic first. for more general info:press,funding,team at maker’s row, creative thinking and problem solving are at the cornerstone of our operation as we push the boundaries of knowledge and access to product manufacturing. we are a tight-knit team where individual contributions play a vital role in shaping our product daily. we are looking for leaders with drive, creativity and a strong belief in teamwork."
8999,f,"mention changes the way you monitor the web. create keyword-based alerts on your company name, your brand, and your competitors, and then get updated in real-time about any mentions over the web and social networks. take action to react, collaborate, and get analytics about your online presence. with over 200,000 professionals using the app in 125+ countries, including companies such as github, spotify, mit, microsoft and century21, mention is focused on helping marketing teams in fortune 500 and fortune 5,000,000 companies."
17731,t,nann
5353,t,nann
5165,t,nann
17129,f,nann
10809,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
9871,f,"tidewater finance co. was established in 1992 for the initial purpose of purchasing, and servicing retail installment contracts. there are two divisions: tidewater credit services, providing indirect consumer retail finance options and tidewater motor credit, providing indirect consumer auto financing. we remain committed to offering a partnership with the dealers and consumers to create a win-win-win situation. our success relies solely on the success of our dealers and our consumers. full time positions include the following benefits: 40 vacation hours after 6 months of employment, 80 vacation hours after 1 year of employment 6 paid holidays as well as an anniversary holiday benefit paid personal and sick leave after 90 days of employment full benefits to include health, dental, life and disability insurance a 401k plan with a company match after 6 months of employment based upon a quarterly entry date incentive bonuses for individual and team goals (certain positions) bilingual spanish eligible for differential pay "
10407,t,"hotel verta, a luxury boutique hotel located on the river thames, is the smart choice for an truly memorable london stay. offering all the facilities you would expect from a deluxe central london hotel, but located just outside the hustle and bustle of the city centre means we can offer so much more for so much less. relax in our exceptionally spacious rooms, indulge in our award winning spa, or just simply unwind with a glass of wine on our terrace and watch the sun set over the river thames. if you are looking for a meeting venue or somewhere to hold a special event, our event spaces with floor to ceiling windows maximise natural light and offer stunning views of the river thames, a rarity in london. easily accessible, located just outside the congestion zone with ample onsite parking , and with complimentary shuttle services to sloane square and clapham junction station with trains every few minutes take you to the heart of london in under 10 minutes, hotel verta is the hidden gem that enables you to save on rate without compromising on luxury on your stay in london."
1518,t,"aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to for more information on our business, people and values."
13408,f,"we are experts in enterprise systems management for the desktop, mobility, datacentre + cloud. we are a young and dynamic workplace, with a strong culture of technical brilliance, sharing, learning, and well, having fun at the same time. our team is based in melbourne, australia. if you have awesome skills in virtualisation and management, and you want to part of the olikka team, apply now."
8257,f,"proficio mortgage is a rapidly growing mortgage lender that cares about both our clients, and our team members. proficio is a wholly-owned subsidiary of proficio bank. as a national mortgage lender, our branches are exempt or authorized to lend is 49 states and the district of columbia.our goal is to make the loan process as simple and worry-free as possible. we pride ourselves in offering the highest level of customer service to our clients. here at proficio we believe in a culture that allows every individual to succeed to the highest level of their abilities. then, we will train your abilities to go even higher. proficio has a top-notch training program that quickly ramps your career up faster than any other company out there. this is an opportunity not to just have a job, but to love what you do. we are in need for future leaders because of our rapidly expanding growth. the atmosphere here is electric. we hire people that want to work hard, and enjoy what they do! we believe that it’s important for every one of our team members to have a balanced life. if this sounds like a place you would want to wake up and come to every day for years to come then start your future career today!"
17735,t,nann
10618,f,"costa coffee was initially started in london by two italian brothers named sergio and bruno costa; and it has now become a multinational coffee chain. costa coffee is the world’s third largest coffee house chain with over 1700 stores in more than 28 countries across the globe. our stores can be found anywhere from airports to bookstores, hotels, pizza hut branches, etc. the largest store is located in dubai that allows a sitting of 321 people at once. we are planning to set up new centers at some universities and hospitals, where the coffee beans used will be of the same type."
11507,t,"staffing recruiting done right for the oil energy industry! represented candidates are automatically granted the following perks: expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases significant signing bonus by refined resources (in addition to any potential signing bonuses our client companies offer) 1 year access to anyperk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween. you'll save thousands on daily expenditures professional relocation services for out of town candidates * all candidates are encouraged to participate in our referral bonus program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the refined resources team please submit referrals via online referral form thank you and we look forward to working with you soon! [ click to enlarge image ]"
729,f,nann
6102,f,"southern cloud help you monetize your content through ad insertions and incremental subscription model without the cost and complexity of in-house development.our solution enables your subscribers’ to watch your tv channels on any of their internet connected devices. the solution combines the robust southern cloud platform with valued added components and services to provide everything needed to operate rich, branded, and valuable tv everywhere experience.we are able to create apps for your channel in samsung smarttv, apple ios, android, microsoft xbox, lg, google tv, roku, sony playstation, yahoo connected tv, western digital, roku, netgear neotv and other platforms."
4349,t,nann
8182,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
2739,t,nann
7752,t,nann
17549,t,nann
13919,f,"hawkeye recruitment provides cost effective recruitment advertising solutions to help you cast the widest net to find the perfect candidate for your job. we can help improve your recruitment efforts, and streamline your hiring process."
17534,t,nann
14274,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
714,f,"digital brand architects is a transformative boutique agency that expertly navigates the digital landscape through a two-pronged business model: one that tackles digital strategy and social media innovation for some of the world’s most venerable brands and companies, and the other thatspecializes in the talent management of a world-class portfolio of over 90 top online influencers and publishers. dba is best heralded as the first and only agency to have a dedicated management division for online talent and for pioneering a monetization model that leverages a digital publisher’s influence online and builds them into prominent brands offline."
9697,f,"we experiment with new digital products, retail experiences and business models at ms.com we experiment with ways to make shopping really easy for our customers: we want our customers to browse, discover, and buy in ways that suit them. we experiment with new business models: we question the needs and wants of our customers and reimagine how to fulfil them from the ground up. our team have mostly come from well known european startups and we love working with innovators who want to make a difference! our business is changing. we have over 22 million customers. by investing heavily in technology, in the last year alone our online sales have gone up 16.6% and sales via mobile have rocketed over 200% following the launch of our dedicated mobile apps. but we don’t want to just transform our own business; we want to revolutionise retail. which is where you come in."
4380,f,nann
16683,f,"vam systemsis a business consulting, it solutions and servicescompany with operations in uae, qatar, bahrain, usa, australia, singapore india. . we offers a comprehensive list of services in the field of it infrastructure management, cloud services, it consulting services, banking, management resources, information technology development, telecom, aviation, retail management government offerings."
2851,f,"we’re a group ofdesigners,developers, producers and technical toy makerswho work together to make forward thinking products and services that push innovation and utility.we are located in london and manchester , our clients include bbc worldwide, itv, thetelegraph, uktv, samsung,sony, nokia and deutsche bank and ground breaking digital startups.our passionate team will offer you the opportunity to grow and develop your skills in a talented and friendly environment."
17626,t,nann
3653,f,"carlyle financial is a mortgage bank based in beverly hills, ca offering a full range of home loan products. we concentrate on providing a high level of personal service with an emphasis on developing long-term relationships with our clients rather than treating them simply as a single transaction. as a mortgage bank and direct lender, we control all aspects of the home loan process, from origination to funding. this means that we operate more efficiently and have less paperwork than our competitors, and close most home loans in fewer than 30 days, which translates to superior service and pricing for our clients. we are a fast-paced, tech-focused company. we are looking for intelligent individuals with a strong work ethic as we are rapidly expanding into new regional markets."
17301,f,"social care alba is the highest graded care at home company in the country. we hold awards in investors in people, healthy working lives and positive about disability. we are proud of our unique team of professionals who deliver outstanding individual support. our team bring so much to our business; it's only fair we bring the same energy and dedication to developing their careers in return. it's all part of our commitment to quality in everything we do. we are proud to lead the field in professional care at home provision. whether you're a personal assistant, a social worker, nurse or one of the many other roles we have on offer, we'll support your growth at every stage of your career"
6518,t,"the accion story began more than 100 years ago in the austin,tx with one family owned establishment. today, accion has grown into a nationwide organazation with over 260 stores. accion success is attributed to our unique niche in the market offering current financeoption at competitive prices paired with customer service and a personal shopping experience. join the accion story today!"
11769,t,"aptitude staffing solutions has redesigned the recruiting wheel. our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. join us in a fresh new experience of leveraging your career...the way it should be! all represented candidates enjoy the following perks: expert negotiations, maximizing total compensation package signing bonus by aptitude staffing in addition to client signing bonus (if applicable) 1 year access to anyperk relocation services for out of town candidates continued education in your area of profession, seminars, workshops and other skill development events contract employees receive quarterly bonuses for the duration of their project direct-hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed company all candidates are encouraged to participate in ourreferral bonus program earn$500 - $1,000per hired referral "
3608,t,"we have aggressive growth plans in place for the coming years. we provide a much needed service in facilitating the growth of small and medium size business with innovative financing products to their clients. we, at oak tree financing, commit our energies, intellect and knowledge to helping small and medium size business owners and entrepreneurs with extraordinary financing solutions to clients. we believe in providing the highest possible level of service and delivering superior results. we are committed to their financial well-being. with 67% of the population having no credit or bad credit our financing products have helped business owners increase their sales on average by 30%."
10250,f,"conversion factory works with a growing list of european and us clients, boosting their conversion rates and turning more website visitors into customers. at conversion factory, you'll get to work across a range of websites spanning multiple industries, and you'll get to make cutting-edge changes based on the latest analytical, ux, and behavioural research as well as our own insights into each client's needs. check out our current job openings below, or if you have a specific question, get in touch with us at email_198cb05690b6d25d0941d1508fab42b4115d99cd19940ed989526fc9aea1dc0f."
16108,f,"synapse games is exploding onto the mobile gaming market after over five years experience making social games. we are a fun but fast-paced team, working on several deeply strategic multiplayer games. we celebrate our progress every friday with board games and team lunches, using the time to both research new game mechanics and relax after a successful week. our hit game tyrant unleashed has climbed through the ranks and consistently appears in the top 100 grossing games on android. our second game, global assault, has just launched and earned the 1 new games slot on the google play store. we have a proven track record of hit strategy games, and we seek highly skilled developers to help us expand on our success to grow this gaming empire while remaining an efficient and creative team. "
6726,f,nann
13814,f,"we are a family run business that has been in operation for nearly 40 years. we value long term relationships and want to have team members that can be treated like family. we are strong believers in a deal is a deal and we don't change pay plans after you crush it! we want our teammates to enjoy mutual success. we put the dealership first in everything we do. that means above the ownership or the associates. the needs of the team are number one! we are located in wilmington ma -- 15 miles from downtown boston. it's a great town with great people we have a primary market area of about 255,000 people. this means plenty of people to help with their transportation needs."
16322,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
1072,f,nann
3101,f,"tradable's award winning platform helps brokers solve the needs of their most demanding clients. born open, our apis allow third-party developers to build and deploy all types of awesome trading applications which sit seamlessly within the tradable platform. traders can discover and install new trading apps from the tradable appstore with the click of a button to fully customize their trading experience. the result is a constantly evolving platform where traders and brokers alike benefit from all the great and innovative features being developed by the tradable developer community."
482,f,"babbel enables anyone to learn languages in an easy and interactive way. the learning system offers 13 languages, from english to indonesian. users with and without previous knowledge can access grammar and thematic courses as well as vocabulary, writing and listening comprehension exercises online and on the go. in addition to the full courses for web, ios and android, there are also vocabulary trainer apps for windows 8 and the kindle fire. babbel is operated by lesson nine gmbh in berlin. the company was founded in august 2007 and now has approximately 250 employees and freelancers and is opening an office in new york city (lower east side)."
13773,f,"our team is carefully balanced with the best specialists in the healthcare market and experts in web development and user experience. the great working atmosphere makes a unique workplace... bla bla bla.. like you've never heard that before! but you're here and this means you are interested to find out what it's like to be in our team. for real. so get in touch! skype or meet us. you will see for yourself, no bs :) we're hiring all the time. here's something to whet your apetite: "
4814,f,msqd is a recruitment services agency that is focused on developing effective strategy that delivers cost effective recruitment solutions.our services isn't just limited to recruitment. msqd has a strong leaning towards utilising proven technology and media channels to enhance employer branding and employee retention. our multi talented team brings a wealth of different experience from far reaching industries.our multimedia approach to recruitment issues is increasingly seen as the most cost effective means of ensuring that clients obtain the maximum value out of their recruitment budgets.
12827,f,nann
17627,t,nann
5981,f,"electus believes in long-term relationships with our candidates. we provide a combination of recruiting expertise, data, and industry experience to help you find an ideal match for your current skills and future aspirations. our close working relationships with our clients allow us to offer you opportunities not available to the general public. as a job seeker, when you are dealing with electus recruiting, you are dealing with a reputable recruitment firm that only hires intelligent, knowledgeable and dedicated recruiters whose job it is to assist you in furthering your career ambitions.our recruiters take every measure possible to put job seeker concerns before profitability. we are very careful about the clients whom we take on.we preach open communication and take every step available to make the interviewing, negotiation and job offer process fast, simple and lucrative."
13107,f,"what is colorelephant? at colorelephant we're in the business of helping businesses. we're a small company focused on developing products that help businesses worlwide and providing an array of specialized services in the areas of marketing (events, online marketing, community management, online campaigns, brand activation, improvement in customer service), webdevelopment (applications, websites) and design (graphic and web). we like to offer solutions that are a mix between those areas delivering consistent and multidisciplinary added-value. we see and understand problems, we approach and solve them - as if they were our own. headquartered in porto (portugal) we've also offices in new delhi (india) and people working remotely from romania and france - we're small but growing very fast. want to join a fast-paced environment with brainstorm sessions happening all the time? where everyone cares about making great products and providing stellar services? want to be part of a family where we deeply care about each other? why join colorelephant crew? we've worked for other people before. we believe in treating other people the way we'd like to be treated. here's what awaits you dispite your position (expect it no matter if you are a senior developer or a ""just starting"" intern): free healthy (and not so healthy) stack of snacks throughout the day. free and unlimited doses of coffee and energy drinks casual environment - no dress code, flexible hours, intimist setting (you know your partner as well as you know your boss) always open-minded: we expect you to be open minded, and so are we. brainstorms are done almost on a daily basis. and you're always free to come up with and present your ideas. equity option in a very young company growing 250% every semester - depending on your profile. paid time-off! access to an unmatched network of clients, partners, other entrepreneurs etc nationally and internationally. ability to be part of our product development process - with input, ideas, etc - even if you don't code you'll be building our products. company phone and plan - depending on position amazon credit to spend on learning material regularly. ability to attend one event you find valuable locally or abroad - company paid, after one year with us. travel to some european city for 3 days - we pay for it, after one year with us. lets do it?"
4271,f,"startuptap is not a conventional recruiting agency. we're true talent acquisition partners. we stand behind the belief that talent is the magical ingredient that fuels innovative ideas and builds successful startups. a great idea can only go so far without the right mix of talented, driven people working vigorously toward the same goals. we don’t just provide resumes and candidates; we’ll be your talent acquisition partners in crime, doing all the dirty work to find those rare gems, the people that have that unique blend of talent, drive and passion that will bring fresh energy, ability and ideas to your team. so, while you’re busy changing the world, let us be your talent acquisition partners, it’s what we do best."
17783,t,nann
17737,t,"join the your phone connect team and earn money while helping your community. the your phone connect network makes no cost cell phones available to low-income families and individuals in arkansas, maryland, missouri and oklahoma. the service is at no cost and there is nothing the consumer has to purchase upfront. you are not a sales person because you are not selling anything. these cell phones are apart of a government program that assists those who are low income and in need because no one should be cut off from communication. get started today: "
3250,f,"prosultingispeoplethe prosulting difference is easy to see. our passion for delivering qualified pre-screened personnel who are ready to contribute means you can expect the right people for the job every time. we are committed to your total satisfaction and stand behind our word. while it would be easier for us to cut some corners in the recruiting and pre-qualification process of our candidates, we don't. in fact, our stringent screening process is the cornerstone of our reputation, and results in the highest qualified personnel in the industry. simply put, better qualification process = better people.prosultingisresponsivewhen your company needs staffing, time is money. prosulting's dedicated team of highly motivated staffing experts is ready to help you meet the demand quickly and efficiently, minimizing downtime and maximizing productivity. let our staffing agents work for you and experience the prosulting difference.​prosultingisproductivegrowth, fluctuating work loads, temporary, temp-to-hire needs; whatever staffing challenges your business is facing, our experts will find the solution for you...fast. prosulting's pre-screened candidates are ready to go and keep your business productive when you need it most. we're flexible, too. we will team with your human resource staff and take on the day-to-day search functions, enabling your company to focus on its core business issues and grow the bottom line. "
16280,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
